Pathogen,Host,family,pk_reference_id,fk_host_id,fk_pathogen_id,pk_host_pathogen_id,host_genus,host_species,host_subspecific_taxa,pathogen_genus,pathogen_species,pathogen_subspecific_taxa,virus_MPLO_names,rust_state,notes,plant_part,symptom
Rosellina pulveracea,Salix groenlandica,Salicaceae,4949,8281,23711,87689,Salix,groenlandica,,Rosellina,pulveracea,,,,,,
Rosellinia,Picea glauca,Pinaceae,6727,3856,53027,93656,Picea,glauca,,Rosellinia,,,,,,needles,
Rosellinia,Pinus banksiana,Pinaceae,3973,3878,53027,20324,Pinus,banksiana,,Rosellinia,,,,,,,teapot fungus
Rosellinia,Pinus resinosa,Pinaceae,4522,3913,53027,51046,Pinus,resinosa,,Rosellinia,,,,,,,
Rosellinia aquila,Picea sitchensis,Pinaceae,940,3870,16637,80615,Picea,sitchensis,,Rosellinia,aquila,,,,,,
Rosellinia compressa,Ulmus,Ulmaceae,1680,5607,64852,62871,Ulmus,,,Rosellinia,compressa,,,,,,
Rosellinia compressa,Ulmus,Ulmaceae,4923,5607,64852,18286,Ulmus,,,Rosellinia,compressa,,,,,,
Rosellinia conglobata var. microtricha,Fagus grandifolia,Fagaceae,2095,2267,9809,25142,Fagus,grandifolia,,Rosellinia,conglobata,var. microtricha,,,,,
Rosellinia conglobata var. microtricha,Fagus grandifolia,Fagaceae,3507,2267,9809,39052,Fagus,grandifolia,,Rosellinia,conglobata,var. microtricha,,,,,
Rosellinia conglobata var. microtricha,Fagus grandifolia,Fagaceae,6187,2267,9809,73787,Fagus,grandifolia,,Rosellinia,conglobata,var. microtricha,,,,,
Rosellinia herpotrichioides,Pseudotsuga taxifolia,Pinaceae,96,8156,20995,84973,Pseudotsuga,taxifolia,,Rosellinia,herpotrichioides,,,,,,"needle blight, brûlure des aiguilles"
Rosellinia herpotrichioides,Pseudotsuga taxifolia,Pinaceae,3356,8156,20995,56250,Pseudotsuga,taxifolia,,Rosellinia,herpotrichioides,,,,,,"needle blight, brûlure des aiguilles"
Rosellinia ligniaria,Alnus crispa subsp. sinuata,Betulaceae,98,207,2504,66482,Alnus,crispa,subsp. sinuata,Rosellinia,ligniaria,,,,,,
Rosellinia ligniaria,Alnus crispa subsp. sinuata,Betulaceae,6448,207,2504,66483,Alnus,crispa,subsp. sinuata,Rosellinia,ligniaria,,,,,,
Rosellinia ligniaria,Prunus,Rosaceae,559,4324,2504,84391,Prunus,,,Rosellinia,ligniaria,,,,,,
Rosellinia ligniaria,Quercus macrocarpa,Fagaceae,559,4418,2504,85490,Quercus,macrocarpa,,Rosellinia,ligniaria,,,,,,
Rosellinia ligniaria,Sambucus pubens,Caprifoliaceae,940,8314,2504,87877,Sambucus,pubens,,Rosellinia,ligniaria,,,,,,
Rosellinia limoniiformis,Agropyron cristatum,Poaceae,2203,101,1482,65460,Agropyron,cristatum,,Rosellinia,limoniiformis,,,,,,
Rosellinia limoniiformis,Bromus inermis,Poaceae,2203,885,1482,69689,Bromus,inermis,,Rosellinia,limoniiformis,,,,,,
Rosellinia limoniiformis,Daucus carota var. sativa,Apiaceae,2203,1786,1482,72320,Daucus,carota,var. sativa,Rosellinia,limoniiformis,,,,,,
Rosellinia limoniiformis,Festuca rubra,Poaceae,2203,2297,1482,73864,Festuca,rubra,,Rosellinia,limoniiformis,,,,,,
Rosellinia limoniiformis,Linum usitatissimum,Linaceae,2203,3114,1482,76499,Linum,usitatissimum,,Rosellinia,limoniiformis,,,,,,
Rosellinia limoniiformis,Lycopersicon esculentum var. commune,Solanaceae,2203,3244,1482,77134,Lycopersicon,esculentum,var. commune,Rosellinia,limoniiformis,,,,,,
Rosellinia limoniiformis,Zea mays,Poaceae,2203,5844,1482,92640,Zea,mays,,Rosellinia,limoniiformis,,,,,,
Rosellinia limoniispora,Agropyron dasystachyum,Poaceae,5967,102,74067,26025,Agropyron,dasystachyum,,Rosellinia,limoniispora,,,,,on leaves,
Rosellinia limoniispora,Agropyron smithii,Poaceae,5967,125,74067,26024,Agropyron,smithii,,Rosellinia,limoniispora,,,,,on leaves,
Rosellinia limoniispora,Koeleria cristata,Poaceae,5967,2895,74067,26026,Koeleria,cristata,,Rosellinia,limoniispora,,,,,on leaves,
Rosellinia limoniispora,Stipa viridula,Poaceae,5967,5359,74067,26027,Stipa,viridula,,Rosellinia,limoniispora,,,,,on leaves,
Rosellinia limoniispora,Stipa viridula,Poaceae,5967,5359,74067,26028,Stipa,viridula,,Rosellinia,limoniispora,,,,,on leaves,
Rosellinia mammiformis,Abies grandis,Pinaceae,559,6,1158,65136,Abies,grandis,,Rosellinia,mammiformis,,,,,,
Rosellinia mammiformis,Cornus stolonifera,Cornaceae,559,1618,1158,71553,Cornus,stolonifera,,Rosellinia,mammiformis,,,,,,
Rosellinia medullaris,Fraxinus,Oleaceae,559,2363,10243,74221,Fraxinus,,,Rosellinia,medullaris,,,,,,
Rosellinia minor,Picea engelmannii,Pinaceae,144,3855,71271,14406,Picea,engelmannii,,Rosellinia,minor,,,,,on seedlings,seedling blight
Rosellinia minor,Picea engelmannii,Pinaceae,5621,3855,71271,6330,Picea,engelmannii,,Rosellinia,minor,,,,,"on lower needles, shoots",
Rosellinia minor,Picea engelmannii,Pinaceae,6356,3855,71271,593,Picea,engelmannii,,Rosellinia,minor,,,,,on seedlings,seedling blight
Rosellinia minor,Picea engelmannii,Pinaceae,6356,3855,71271,594,Picea,engelmannii,,Rosellinia,minor,,,,,on seedlings,seedling blight
Rosellinia minor,Pseudotsuga menziesii,Pinaceae,1805,4329,71271,25997,Pseudotsuga,menziesii,,Rosellinia,minor,,,,,,
Rosellinia minor,Pseudotsuga menziesii,Pinaceae,1805,4329,71271,25998,Pseudotsuga,menziesii,,Rosellinia,minor,,,,,on needles,blight
Rosellinia minor,Pseudotsuga menziesii,Pinaceae,5621,4329,71271,6331,Pseudotsuga,menziesii,,Rosellinia,minor,,,,,"on lower needles, shoots",
Rosellinia mycophila,Pseudotsuga menziesii,Pinaceae,4476,4329,91129,25716,Pseudotsuga,menziesii,,Rosellinia,mycophila,,,,,on needles,
Rosellinia nectrioides,Solidago canadensis,Asteraceae,4477,5192,73756,25711,Solidago,canadensis,,Rosellinia,nectrioides,,,,,,
Rosellinia obliguata var. americana,Pinus ponderosa,Pinaceae,343,3911,17462,81440,Pinus,ponderosa,,Rosellinia,obliguata,var. americana,,,,,
Rosellinia ovalis,Artemisia tridentata,Asteraceae,343,566,3694,67672,Artemisia,tridentata,,Rosellinia,ovalis,,,,,,
Rosellinia parasitica,Populus,Salicaceae,559,4159,19504,83482,Populus,,,Rosellinia,parasitica,,,,,,
Rosellinia parasitica,Symphoricarpos occidentalis,Caprifoliaceae,559,5382,19504,89541,Symphoricarpos,occidentalis,,Rosellinia,parasitica,,,,,,
Rosellinia pulveracea,Betula odorata,Betulaceae,4948,7224,4997,68975,Betula,odorata,,Rosellinia,pulveracea,,,,,,
Rosellinia pulveracea,Populus tremuloides,Salicaceae,559,4153,4997,83483,Populus,tremuloides,,Rosellinia,pulveracea,,,,,,
Rosellinia pulveracea,Populus tremuloides,Salicaceae,1172,4153,4997,83484,Populus,tremuloides,,Rosellinia,pulveracea,,,,,,
Rosellinia pulveracea,Sorbus decora var. groenlandica,Rosaceae,4948,5262,4997,89168,Sorbus,decora,var. groenlandica,Rosellinia,pulveracea,,,,,,
Rosellinia pulveracea,Ulmus,Ulmaceae,4522,5607,4997,62872,Ulmus,,,Rosellinia,pulveracea,,,,,,
Rosellinia quercina,Picea glauca,Pinaceae,6731,3856,96877,93683,Picea,glauca,,Rosellinia,quercina,,,,,needles,
Rosellinia thelena,Abies balsamea,Pinaceae,4475,4,53028,21845,Abies,balsamea,,Rosellinia,thelena,,,,,on needles,
Rosellinia thelena,Pinus banksiana,Pinaceae,3973,3878,53028,20325,Pinus,banksiana,,Rosellinia,thelena,,,,,,
Rosellinia thelena,Pinus contorta var. contorta,Pinaceae,3356,3883,53028,51048,Pinus,contorta,var. contorta,Rosellinia,thelena,,,,,,
Rosellinia thelena,Pinus contorta var. contorta,Pinaceae,3607,3883,53028,51047,Pinus,contorta,var. contorta,Rosellinia,thelena,,,,,,
Rosellinia thelena,Pinus strobus,Pinaceae,4522,3915,53028,51049,Pinus,strobus,,Rosellinia,thelena,,,,,,
Rosenscheldia abundans,Lycopus americanus,Lamiaceae,2095,3261,81359,25143,Lycopus,americanus,,Rosenscheldia,abundans,,,,,,
Rosenscheldia abundans,Mentha,Lamiaceae,2095,3445,81359,25149,Mentha,,,Rosenscheldia,abundans,,,,,on dead stems,
Rosenscheldia abundans,Prunella vulgaris,Lamiaceae,2095,4262,81359,25144,Prunella,vulgaris,,Rosenscheldia,abundans,,,,,,
Rotylenchus,Acer,Aceraceae,3464,43,92174,26528,Acer,,,Rotylenchus,,,,,,,
Rotylenchus,Allium sativum,Liliaceae,8729,192,92174,117994,Allium,sativum,,Rotylenchus,,,,,,,Nematode contribution
Rotylenchus,Fragaria,Rosaceae,8659,2345,92174,114456,Fragaria,,,Rotylenchus,,,,,,,spiral nematode
Rotylenchus,Fragaria vesca,Rosaceae,3464,2332,92174,26529,Fragaria,vesca,,Rotylenchus,,,,,,,
Rotylenchus,Malus pumila,Rosaceae,556,3315,92174,9043,Malus,pumila,,Rotylenchus,,,,,,,
Rotylenchus,Picea,Pinaceae,8740,3871,92174,120524,Picea,,,Rotylenchus,,,,,,,Nematode contribution
Rotylenchus goodeyi,Chrysanthemum leucanthemum,Asteraceae,264,1434,76263,26706,Chrysanthemum,leucanthemum,,Rotylenchus,goodeyi,,,,,,
Rotylenchus goodeyi,Fragaria,Rosaceae,263,2345,76263,2499,Fragaria,,,Rotylenchus,goodeyi,,,,,on roots,
Rotylenchus goodeyi,Fragaria,Rosaceae,264,2345,76263,26705,Fragaria,,,Rotylenchus,goodeyi,,,,,,
Rotylenchus goodeyi,Fragaria,Rosaceae,3943,2345,76263,26791,Fragaria,,,Rotylenchus,goodeyi,,,,,,
Rotylenchus goodeyi,Fragaria,Rosaceae,3944,2345,76263,7695,Fragaria,,,Rotylenchus,goodeyi,,,,,on roots,
Rotylenchus goodeyi,Iris,Iridaceae,264,2785,76263,26707,Iris,,,Rotylenchus,goodeyi,,,,,,
Rotylenchus goodeyi,Medicago sativa,Fabaceae,264,3405,76263,26704,Medicago,sativa,,Rotylenchus,goodeyi,,,,,,
Rotylenchus goodeyi,Viola,Violaceae,3943,5800,76263,26790,Viola,,,Rotylenchus,goodeyi,,,,,,
Rotylenchus goodeyi,Viola,Violaceae,3944,5800,76263,7694,Viola,,,Rotylenchus,goodeyi,,,,,on roots,
Rotylenchus robustus,Avena sativa,Poaceae,3470,713,69793,26576,Avena,sativa,,Rotylenchus,robustus,,,,,rhizosphere,
Rotylenchus robustus,Fragaria,Rosaceae,6169,2345,69793,20788,Fragaria,,,Rotylenchus,robustus,,,,,in rhizosphere,
Rotylenchus robustus,Phlox,Polemoniaceae,5210,3831,69793,9455,Phlox,,,Rotylenchus,robustus,,,,,on roots,spiral nematode
Rotylenchus robustus,Rhododendron,Ericaceae,4150,4531,69793,21406,Rhododendron,,,Rotylenchus,robustus,,,,,on roots,spiral nematode
Rotylenchus robustus,Vaccinium,Ericaceae,264,5659,69793,26725,Vaccinium,,,Rotylenchus,robustus,,,,,,
Rubus Bushy Dwarf Virus,Rubus idaeus var. strigosus,Rosaceae,5569,4679,74131,56,Rubus,idaeus,var. strigosus,,,,Rubus Bushy Dwarf Virus,,,systemic,chlorotic line pattern or rings on terminal leaves
Rubus Yellow-net Virus,Rubus idaeus,Rosaceae,9080,4674,22955,122464,Rubus,idaeus,,,,,Rubus Yellow-net Virus,,,,
Rubus Yellow-net Virus,Rubus idaeus var. strigosus,Rosaceae,3104,4679,22955,71,Rubus,idaeus,var. strigosus,,,,Rubus Yellow-net Virus,,,systemic,raspberry mosaic disease (with Black Raspberry Necrosis Virus)
Rubus Yellow-net Virus,Rubus idaeus x strigosus,Rosaceae,5835,5884,22955,8377,Rubus,idaeus x strigosus,,,,,Rubus Yellow-net Virus,,,,red raspberry mosaic (together with Black Raspberry Necrosis Virus)
Rubus Yellow-net Virus,Rubus occidentalis,Rosaceae,5552,4686,22955,86934,Rubus,occidentalis,,,,,Rubus Yellow-net Virus,,,,"bramble yellow net, jaunisse réticulée de ronces"
Rubus Yellow-net Virus,Rubus occidentalis,Rosaceae,5835,4686,22955,8378,Rubus,occidentalis,,,,,Rubus Yellow-net Virus,,,,
Rubus Yellow-net Virus,Rubus procerus,Rosaceae,5552,4695,22955,86933,Rubus,procerus,,,,,Rubus Yellow-net Virus,,,,"bramble yellow net, jaunisse réticulée de ronces"
Rubus Yellow-net Virus,Rubus strigosus,Rosaceae,5549,8251,22955,86950,Rubus,strigosus,,,,,Rubus Yellow-net Virus,,,,"mosaic, mosaïque"
Rubus Yellow-net Virus,Rubus strigosus,Rosaceae,5552,8251,22955,86935,Rubus,strigosus,,,,,Rubus Yellow-net Virus,,,,"bramble yellow net, jaunisse réticulée de ronces"
Rupestris Stem Pitting Associated Virus,Vitis vinifera,Vitaceae,7136,5815,96991,95603,Vitis,vinifera,,,,,Rupestris Stem Pitting Associated Virus,,pathogen also know as RSPaV,,
Russula abietina,Pseudotsuga taxifolia,Pinaceae,6446,8156,20996,84974,Pseudotsuga,taxifolia,,Russula,abietina,,,,,,
Russula cfr ventricosipes,Hudsonia tomentosa,Cistaceae,3529,2703,77200,3664,Hudsonia,tomentosa,,Russula,cfr ventricosipes,,,,,on roots,ectomycorrhiza
Russula fragilis,Pseudotsuga taxifolia,Pinaceae,6446,8156,20997,84975,Pseudotsuga,taxifolia,,Russula,fragilis,,,,,,
Russula lutea,Pseudotsuga taxifolia,Pinaceae,6446,8156,20998,84976,Pseudotsuga,taxifolia,,Russula,lutea,,,,,,
Russula subfoetens,Abies balsamea,Pinaceae,2751,4,78552,4430,Abies,balsamea,,Russula,subfoetens,,,,,on root,ectomycorrhiza
Russula subfoetens,Picea rubens,Pinaceae,2751,3868,78552,4429,Picea,rubens,,Russula,subfoetens,,,,,on root,ectomycorrhiza
Russula velenovskyi,Betula papyrifera var. neoalaskana,Betulaceae,2751,776,78554,4428,Betula,papyrifera,var. neoalaskana,Russula,velenovskyi,,,,,on root,ectomycorrhiza
Russula velenovskyi,Picea glauca,Pinaceae,2751,3856,78554,4427,Picea,glauca,,Russula,velenovskyi,,,,,on root,ectomycorrhiza
Russula ventricosipes,Hudsonia tomentosa,Cistaceae,3529,2703,77199,3663,Hudsonia,tomentosa,,Russula,ventricosipes,,,,,on roots,ectomycorrhiza
Rutola graminis,Carex lupulina,Cyperaceae,1313,1164,38471,36490,Carex,lupulina,,Rutola,graminis,,,,,,
Rutstroemia americana,Castanea vesca,Fagaceae,5192,7356,6874,70852,Castanea,vesca,,Rutstroemia,americana,,,,,,
Rutstroemia bolaris,Carpinus,Betulaceae,4522,1300,6764,36536,Carpinus,,,Rutstroemia,bolaris,,,,,,
Rutstroemia bolaris,Carpinus caroliniana var. virginiana,Betulaceae,104,1299,6764,70742,Carpinus,caroliniana,var. virginiana,Rutstroemia,bolaris,,,,,,
Rutstroemia bolaris,Carpinus caroliniana var. virginiana,Betulaceae,105,1299,6764,36535,Carpinus,caroliniana,var. virginiana,Rutstroemia,bolaris,,,,,,
Rutstroemia bulgarioides,Picea,Pinaceae,3507,3871,49711,47732,Picea,,,Rutstroemia,bulgarioides,,,,,,
Rutstroemia bulgarioides,Picea abies,Pinaceae,148,3853,49711,14961,Picea,abies,,Rutstroemia,bulgarioides,,,,,on cones,cone disease
Rutstroemia bulgarioides,Picea mariana,Pinaceae,2226,3865,49711,47730,Picea,mariana,,Rutstroemia,bulgarioides,,,,,,
Rutstroemia bulgarioides,Picea mariana,Pinaceae,4522,3865,49711,47731,Picea,mariana,,Rutstroemia,bulgarioides,,,,,,
Rutstroemia nervisequia,Alnus,Betulaceae,941,227,2506,66484,Alnus,,,Rutstroemia,nervisequia,,,,,,
Rutstroemia paludosa,Carex,Cyperaceae,1666,1295,6660,36491,Carex,,,Rutstroemia,paludosa,,,,,,
Rutstroemia paludosa,Carex,Cyperaceae,2212,1295,6660,70638,Carex,,,Rutstroemia,paludosa,,,,,,
Rutstroemia paludosa,Carex,Cyperaceae,2224,1295,6660,36492,Carex,,,Rutstroemia,paludosa,,,,,,
Rutstroemia setulata,Acer spicatum,Aceraceae,104,42,1159,65137,Acer,spicatum,,Rutstroemia,setulata,,,,,,
Rutstroemia setulata,Acer spicatum,Aceraceae,105,42,1159,30508,Acer,spicatum,,Rutstroemia,setulata,,,,,,
Rutstroemia setulata,Acer spicatum,Aceraceae,4522,42,1159,30507,Acer,spicatum,,Rutstroemia,setulata,,,,,,
Ryegrass Mosaic Potyvirus,Avena sativa,Poaceae,5416,713,66563,6892,Avena,sativa,,,,,Ryegrass Mosaic Potyvirus,,,,
Ryegrass Mosaic Potyvirus,Avena sativa,Poaceae,5429,713,66563,8431,Avena,sativa,,,,,Ryegrass Mosaic Potyvirus,,,,
Ryegrass Mosaic Potyvirus,Dactylis glomerata,Poaceae,5416,1772,66563,6889,Dactylis,glomerata,,,,,Ryegrass Mosaic Potyvirus,,,,
Ryegrass Mosaic Potyvirus,Lolium,Poaceae,5429,3137,66563,8432,Lolium,,,,,,Ryegrass Mosaic Potyvirus,,,,
Ryegrass Mosaic Potyvirus,Lolium multiflorum,Poaceae,5416,3130,66563,6890,Lolium,multiflorum,,,,,Ryegrass Mosaic Potyvirus,,,,
Ryegrass Mosaic Potyvirus,Lolium multiflorum,Poaceae,5429,3130,66563,8429,Lolium,multiflorum,,,,,Ryegrass Mosaic Potyvirus,,,,
Ryegrass Mosaic Potyvirus,Lolium perenne,Poaceae,1326,3133,66563,8604,Lolium,perenne,,,,,Ryegrass Mosaic Potyvirus,,,,
Ryegrass Mosaic Potyvirus,Lolium perenne,Poaceae,5416,3133,66563,6891,Lolium,perenne,,,,,Ryegrass Mosaic Potyvirus,,,,
Ryegrass Mosaic Potyvirus,Lolium perenne,Poaceae,5429,3133,66563,8430,Lolium,perenne,,,,,Ryegrass Mosaic Potyvirus,,,,
Saccardia quercina,Bidens,Asteraceae,2095,803,5120,25148,Bidens,,,Saccardia,quercina,,,,,,
Saccardia quercina,Bidens,Asteraceae,6187,803,5120,69098,Bidens,,,Saccardia,quercina,,,,,,
Saccardinula,Picea mariana,Pinaceae,4522,3865,49714,47733,Picea,mariana,,Saccardinula,,,,,,,
Saccardoella separans,Acer macrophyllum,Aceraceae,6764,27,96900,93816,Acer,macrophyllum,,Saccardoella,separans,,,,,woody stems and branches,
Saccardoella separans,Lonicera ciliosa,Caprifoliaceae,6764,3155,96900,93817,Lonicera,ciliosa,,Saccardoella,separans,,,,,woody stems and branches,
Saccardoella separans,Lonicera hispidula,Caprifoliaceae,6764,3160,96900,93818,Lonicera,hispidula,,Saccardoella,separans,,,,,woody stems and branches,
Saccardoella separans,Malus,Rosaceae,6764,3322,96900,93819,Malus,,,Saccardoella,separans,,,,,woody stems and branches,
Saccardoella separans,Rhamnus purshiana,Rhamnaceae,6764,4480,96900,93820,Rhamnus,purshiana,,Saccardoella,separans,,,,,woody stems and branches,
Saccardoella separans,Salix,Salicaceae,6764,4874,96900,93821,Salix,,,Saccardoella,separans,,,,,woody stems and branches,
Saccharomyces,Abies balsamea,Pinaceae,5236,4,30731,28753,Abies,balsamea,,Saccharomyces,,,,,,,
Saccharomyces,Picea,Pinaceae,5236,3871,30731,47734,Picea,,,Saccharomyces,,,,,,,
Saccharomyces cerevisiae,Malus pumila,Rosaceae,8240,3315,97336,110656,Malus,pumila,,Saccharomyces,cerevisiae,,,,,,
Saccharomyces cerevisiae,Prunus virginiana,Rosaceae,8240,4317,97336,110655,Prunus,virginiana,,Saccharomyces,cerevisiae,,,,,,
Saccharomyces kluyveri,Prunus virginiana,Rosaceae,8240,4317,97335,110654,Prunus,virginiana,,Saccharomyces,kluyveri,,,,,,
Saccharomyces uvarum,Prunus virginiana,Rosaceae,8240,4317,97337,110657,Prunus,virginiana,,Saccharomyces,uvarum,,,,,,
Saccoblastia pinicola,Populus,Salicaceae,559,4159,19507,83485,Populus,,,Saccoblastia,pinicola,,,,,,
Saccothecium sepincola,Cornus,Cornaceae,8653,1629,97768,114089,Cornus,,,Saccothecium,sepincola,,,,,,
Saccothecium sepincola,Rosa,Rosaceae,8653,4655,97768,114090,Rosa,,,Saccothecium,sepincola,,,,,,
Saccothecium sepincola,Rubus,Rosaceae,8653,4706,97768,114091,Rubus,,,Saccothecium,sepincola,,,,,,
Sagenomella verticillata,Picea mariana,Pinaceae,7931,3865,97239,105386,Picea,mariana,,Sagenomella,verticillata,,,,,roots,
Sageria tsugae,Tsuga heterophylla,Pinaceae,128,5581,64442,62463,Tsuga,heterophylla,,Sageria,tsugae,,,,,,
Sageria tsugae,Tsuga heterophylla,Pinaceae,1848,5581,64442,62461,Tsuga,heterophylla,,Sageria,tsugae,,,,,,
Sageria tsugae,Tsuga heterophylla,Pinaceae,3356,5581,64442,62462,Tsuga,heterophylla,,Sageria,tsugae,,,,,,
Salmonella typhimurium,Solanum tuberosum,Solanaceae,8270,5187,97465,111015,Solanum,tuberosum,,Salmonella,typhimurium,,,,,roots,
Saprochaete quercus,Quercus rubra,Fagaceae,7923,4425,97206,105283,Quercus,rubra,,Saprochaete,quercus,,,,,,
Sarcinella heterospora,Cornus,Cornaceae,4522,1629,39156,37175,Cornus,,,Sarcinella,heterospora,,,,,,
Sarcinella questieri,Cornus,Cornaceae,2691,1629,77082,3330,Cornus,,,Sarcinella,questieri,,,,,on living leaves,
Sarcinella questieri,Cornus stolonifera,Cornaceae,2691,1618,77082,3331,Cornus,stolonifera,,Sarcinella,questieri,,,,,on living leaves,
Sarcodontia,Abies lasiocarpa,Pinaceae,3356,9,30732,28754,Abies,lasiocarpa,,Sarcodontia,,,,,,,
Sarcodontia setosa,Malus,Rosaceae,4523,3322,45241,43260,Malus,,,Sarcodontia,setosa,,,,,,
Sarcopodium tortuosum,Populus tremuloides,Salicaceae,5663,4153,56105,54124,Populus,tremuloides,,Sarcopodium,tortuosum,,,,,,
Sarcoscypha,Liriope,Liliaceae,7728,10629,97137,101788,Liriope,,,Sarcoscypha,,,,,,,
Sarcoscypha austriaca,Quercus,Fagaceae,2393,4429,72905,18391,Quercus,,,Sarcoscypha,austriaca,,,,,on buried twigs,
Sarcoscypha coccinea,Acer,Aceraceae,3513,43,32487,30509,Acer,,,Sarcoscypha,coccinea,,,,,,
Sarcoscypha coccinea,Fagus,Fagaceae,4522,2271,32487,39053,Fagus,,,Sarcoscypha,coccinea,,,,,,
Sarcoscypha occidentalis,Acer,Aceraceae,4641,43,32488,30510,Acer,,,Sarcoscypha,occidentalis,,,,,,
Sarcotrochila alpina,Larix lyallii,Pinaceae,3356,2948,43972,41991,Larix,lyallii,,Sarcotrochila,alpina,,,,,,
Sarcotrochila alpina,Larix lyallii,Pinaceae,6462,2948,43972,41992,Larix,lyallii,,Sarcotrochila,alpina,,,,,,
Sarcotrochila alpina,Larix occidentalis,Pinaceae,124,2949,43972,41994,Larix,occidentalis,,Sarcotrochila,alpina,,,,,,
Sarcotrochila alpina,Larix occidentalis,Pinaceae,3356,2949,43972,41993,Larix,occidentalis,,Sarcotrochila,alpina,,,,,,
Sarcotrochila balsameae,Abies,Pinaceae,4823,16,30733,28773,Abies,,,Sarcotrochila,balsameae,,,,,,
Sarcotrochila balsameae,Abies amabilis,Pinaceae,3356,3,30733,28755,Abies,amabilis,,Sarcotrochila,balsameae,,,,,,
Sarcotrochila balsameae,Abies balsamea,Pinaceae,115,4,30733,28765,Abies,balsamea,,Sarcotrochila,balsameae,,,,,,
Sarcotrochila balsameae,Abies balsamea,Pinaceae,118,4,30733,28769,Abies,balsamea,,Sarcotrochila,balsameae,,,,,,
Sarcotrochila balsameae,Abies balsamea,Pinaceae,121,4,30733,28766,Abies,balsamea,,Sarcotrochila,balsameae,,,,,,
Sarcotrochila balsameae,Abies balsamea,Pinaceae,126,4,30733,28760,Abies,balsamea,,Sarcotrochila,balsameae,,,,,,
Sarcotrochila balsameae,Abies balsamea,Pinaceae,127,4,30733,28761,Abies,balsamea,,Sarcotrochila,balsameae,,,,,,
Sarcotrochila balsameae,Abies balsamea,Pinaceae,290,4,30733,28759,Abies,balsamea,,Sarcotrochila,balsameae,,,,,,
Sarcotrochila balsameae,Abies balsamea,Pinaceae,676,4,30733,28762,Abies,balsamea,,Sarcotrochila,balsameae,,,,,,
Sarcotrochila balsameae,Abies balsamea,Pinaceae,1434,4,30733,20376,Abies,balsamea,,Sarcotrochila,balsameae,,,,,,snow blight
Sarcotrochila balsameae,Abies balsamea,Pinaceae,3450,4,30733,16262,Abies,balsamea,,Sarcotrochila,balsameae,,,,,on leaves,snow blight: discolouration
Sarcotrochila balsameae,Abies balsamea,Pinaceae,3507,4,30733,28768,Abies,balsamea,,Sarcotrochila,balsameae,,,,,,
Sarcotrochila balsameae,Abies balsamea,Pinaceae,3607,4,30733,28758,Abies,balsamea,,Sarcotrochila,balsameae,,,,,,
Sarcotrochila balsameae,Abies balsamea,Pinaceae,4522,4,30733,28763,Abies,balsamea,,Sarcotrochila,balsameae,,,,,,
Sarcotrochila balsameae,Abies balsamea,Pinaceae,5457,4,30733,28767,Abies,balsamea,,Sarcotrochila,balsameae,,,,,,
Sarcotrochila balsameae,Abies balsamea,Pinaceae,5905,4,30733,28764,Abies,balsamea,,Sarcotrochila,balsameae,,,,,,
Sarcotrochila balsameae,Abies concolor,Pinaceae,4823,5,30733,28770,Abies,concolor,,Sarcotrochila,balsameae,,,,,,
Sarcotrochila balsameae,Abies concolor,Pinaceae,4823,5,30733,28772,Abies,concolor,,Sarcotrochila,balsameae,,,,,,
Sarcotrochila balsameae,Abies grandis,Pinaceae,3356,6,30733,28756,Abies,grandis,,Sarcotrochila,balsameae,,,,,,
Sarcotrochila balsameae,Abies lasiocarpa,Pinaceae,3356,9,30733,28757,Abies,lasiocarpa,,Sarcotrochila,balsameae,,,,,,
Sarcotrochila balsameae,Abies lasiocarpa,Pinaceae,4823,9,30733,28771,Abies,lasiocarpa,,Sarcotrochila,balsameae,,,,,,
Sarcotrochila balsameae,Abies lasiocarpa,Pinaceae,6460,9,30733,28774,Abies,lasiocarpa,,Sarcotrochila,balsameae,,,,,,
Sarcotrochila macrospora,Pinus contorta var. contorta,Pinaceae,3356,3883,53031,51050,Pinus,contorta,var. contorta,Sarcotrochila,macrospora,,,,,,
Sarcotrochila macrospora,Pinus contorta var. contorta,Pinaceae,6466,3883,53031,51051,Pinus,contorta,var. contorta,Sarcotrochila,macrospora,,,,,,
Sarcotrochila piniperda,Abies balsamea,Pinaceae,118,4,16638,28775,Abies,balsamea,,Sarcotrochila,piniperda,,,,,,
Sarcotrochila piniperda,Picea,Pinaceae,119,3871,16638,47745,Picea,,,Sarcotrochila,piniperda,,,,,,
Sarcotrochila piniperda,Picea,Pinaceae,4823,3871,16638,47746,Picea,,,Sarcotrochila,piniperda,,,,,,
Sarcotrochila piniperda,Picea,Pinaceae,4831,3871,16638,80616,Picea,,,Sarcotrochila,piniperda,,,,,,
Sarcotrochila piniperda,Picea canadensis,Pinaceae,117,8013,16638,47736,Picea,canadensis,,Sarcotrochila,piniperda,,,,,,
Sarcotrochila piniperda,Picea canadensis,Pinaceae,119,8013,16638,47741,Picea,canadensis,,Sarcotrochila,piniperda,,,,,,
Sarcotrochila piniperda,Picea canadensis,Pinaceae,120,8013,16638,47739,Picea,canadensis,,Sarcotrochila,piniperda,,,,,,
Sarcotrochila piniperda,Picea canadensis,Pinaceae,121,8013,16638,47737,Picea,canadensis,,Sarcotrochila,piniperda,,,,,,
