Pathogen,Host,family,pk_reference_id,fk_host_id,fk_pathogen_id,pk_host_pathogen_id,host_genus,host_species,host_subspecific_taxa,pathogen_genus,pathogen_species,pathogen_subspecific_taxa,virus_MPLO_names,rust_state,notes,plant_part,symptom
* Oomycete,Abies,Pinaceae,8656,16,97784,114159,Abies,,,* Oomycete,,,,,*Pathogen Oomycete causing root rot,,
* Oomycete,Abies grandis,Pinaceae,8656,6,97784,114157,Abies,grandis,,* Oomycete,,,,,*Pathogen Oomycete causing root rot,,
* Oomycete,Abies grandis,Pinaceae,8735,6,97784,119047,Abies,grandis,,* Oomycete,,,,,,,Root rot
* Oomycete,Acer,Aceraceae,8735,43,97784,119234,Acer,,,* Oomycete,,,,,,,Root rot
* Oomycete,Acer japonicum,Aceraceae,8656,10587,97784,114330,Acer,japonicum,,* Oomycete,,,,,,"root, leaf","root rot, leaf spot"
* Oomycete,Acer palmatum,Aceraceae,8723,30,97784,116701,Acer,palmatum,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Amelanchier,Rosaceae,8740,290,97784,120486,Amelanchier,,,* Oomycete,,,,,,,Root rot
* Oomycete,Apium graveolens var. rapaceum,Apiaceae,8735,378,97784,119199,Apium,graveolens,var. rapaceum,* Oomycete,,,,,,,Root rot
* Oomycete,Asimina triloba,,8723,10908,97784,116707,Asimina,triloba,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Avena sativa,Poaceae,8656,713,97784,114171,Avena,sativa,,* Oomycete,,,,,*Pathogen: Oomycete causing root rot,,
* Oomycete,Bellis,Asteraceae,8735,6073,97784,119056,Bellis,,,* Oomycete,,,,,,,Crown rot
* Oomycete,Buxus,Buxaceae,8723,927,97784,116711,Buxus,,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Calluna,Ericaceae,8723,10564,97784,116715,Calluna,,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Caragana,Fabaceae,8735,1021,97784,119242,Caragana,,,* Oomycete,,,,,,,Root rot
* Oomycete,Carex,Cyperaceae,8656,1295,97784,114215,Carex,,,* Oomycete,,,,,,root,root rot
* Oomycete,Catalpa,Bignoniaceae,8729,1339,97784,118039,Catalpa,,,* Oomycete,,,,,,,Root rot
* Oomycete,Centaurea cineraria,Asteraceae,8735,1359,97784,119059,Centaurea,cineraria,,* Oomycete,,,,,,,Root rot
* Oomycete,Chamaecyparis,Cupressaceae,8656,1403,97784,114338,Chamaecyparis,,,* Oomycete,,,,,,root,root rot
* Oomycete,Cimicifuga,Ranunculaceae,8740,6082,97784,120301,Cimicifuga,,,* Oomycete,,,,,,,Root rot
* Oomycete,Cornus,Cornaceae,8723,1629,97784,116727,Cornus,,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Cornus,Cornaceae,8735,1629,97784,119246,Cornus,,,* Oomycete,,,,,,,Root rot
* Oomycete,Cucumis sativus,Cucurbitaceae,8735,1724,97784,119200,Cucumis,sativus,,* Oomycete,,,,,,,Root rot
* Oomycete,Cucurbita,Cucurbitaceae,8735,1732,97784,119219,Cucurbita,,,* Oomycete,,,,,Host: Squash,,Root rot
* Oomycete,Davidia involucrata,,8729,10961,97784,118049,Davidia,involucrata,,* Oomycete,,,,,,,Root rot
* Oomycete,Erica,Ericaceae,8656,2139,97784,114221,Erica,,,* Oomycete,,,,,,root,root rot
* Oomycete,Euphorbia pulcherrima,Euphorbiaceae,8723,2238,97784,116543,Euphorbia,pulcherrima,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Fargesia,,8723,10903,97784,116575,Fargesia,,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Festuca,Poaceae,8723,2307,97784,116576,Festuca,,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Forsythia,Oleaceae,8723,2320,97784,116742,Forsythia,,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Fragaria,Rosaceae,8656,2345,97784,114281,Fragaria,,,* Oomycete,,,,,*Host: Strawberry,root,root rot
* Oomycete,Fragaria x ananassa,Rosaceae,8723,2321,97784,116632,Fragaria,x ananassa,,* Oomycete,,,,,Host: Strawberry,Root,Root rot
* Oomycete,Fragaria x ananassa,Rosaceae,8729,2321,97784,117933,Fragaria,x ananassa,,* Oomycete,,,,,,,Crown and root damage
* Oomycete,Helleborus,Ranunculaceae,8729,6098,97784,117897,Helleborus,,,* Oomycete,,,,,,,Root rot
* Oomycete,Heuchera,Saxifragaceae,8735,6034,97784,119100,Heuchera,,,* Oomycete,,,,,,,Crown / Root rot
* Oomycete,Humulus,Moraceae,8740,2705,97784,120408,Humulus,,,* Oomycete,,,,,,,Root rot
* Oomycete,Hydrangea,Saxifragaceae,8735,2718,97784,119251,Hydrangea,,,* Oomycete,,,,,,,Root rot
* Oomycete,Juniperus,Cupressaceae,8656,2879,97784,114354,Juniperus,,,* Oomycete,,,,,,root,root rot
* Oomycete,Juniperus,Cupressaceae,8729,2879,97784,118057,Juniperus,,,* Oomycete,,,,,,,Root rot
* Oomycete,Lamium,Lamiaceae,8735,10178,97784,119102,Lamium,,,* Oomycete,,,,,,,Root rot
* Oomycete,Lilium,Liliaceae,8735,3089,97784,119072,Lilium,,,* Oomycete,,,,,,,Root rot
* Oomycete,Lonicera,Caprifoliaceae,8735,3169,97784,119254,Lonicera,,,* Oomycete,,,,,,,Root rot
* Oomycete,Lonicera,Caprifoliaceae,8740,3169,97784,120412,Lonicera,,,* Oomycete,,,,,,,Crown rot
* Oomycete,Malus domestica,Rosaceae,8735,10758,97784,119160,Malus,domestica,,* Oomycete,,,,,,,Root rot
* Oomycete,Miscanthus sinensis,,8723,10905,97784,116582,Miscanthus,sinensis,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Ophiopogon nigra,Liliaceae,8723,10906,97784,116584,Ophiopogon,nigra,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Origanum vulgare,Lamiaceae,8735,10627,97784,119150,Origanum,vulgare,,* Oomycete,,,,,,,Root rot
* Oomycete,Pachysandra terminalis,Buxaceae,8656,10865,97784,114191,Pachysandra,terminalis,,* Oomycete,,,,,*Pathogen: Oomycete,,cutting rot
* Oomycete,Photinia sp.,Rosaceae,8656,10263,97784,114369,Photinia,sp.,,* Oomycete,,,,,,crown,crown canker
* Oomycete,Picea,Pinaceae,8656,3871,97784,114380,Picea,,,* Oomycete,,,,,,root,root rot
* Oomycete,Picea glauca,Pinaceae,8735,3856,97784,119265,Picea,glauca,,* Oomycete,,,,,,,Root rot
* Oomycete,Pinus,Pinaceae,8729,3923,97784,118068,Pinus,,,* Oomycete,,,,,,,Root rot
* Oomycete,Pinus ponderosa,Pinaceae,8656,3911,97784,114383,Pinus,ponderosa,,* Oomycete,,,,,,root,root rot
* Oomycete,Populus,Salicaceae,8723,4159,97784,116802,Populus,,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Populus,Salicaceae,8735,4159,97784,119269,Populus,,,* Oomycete,,,,,,,Root rot
* Oomycete,Prunus,Rosaceae,8723,4324,97784,116810,Prunus,,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Prunus,Rosaceae,8735,4324,97784,119276,Prunus,,,* Oomycete,,,,,,,Crown and root damage
* Oomycete,Prunus,Rosaceae,8740,4324,97784,120537,Prunus,,,* Oomycete,,,,,,,Root rot
* Oomycete,Prunus armeniaca,Rosaceae,8729,4265,97784,117964,Prunus,armeniaca,,* Oomycete,,,,,,,Root rot
* Oomycete,Prunus avium,Rosaceae,8723,4266,97784,116647,Prunus,avium,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Rheum rhabarbarum,Polygonaceae,8656,4491,97784,114312,Rheum,rhabarbarum,,* Oomycete,,,,,,root,root rot
* Oomycete,Rheum rhabarbarum,Polygonaceae,8723,4491,97784,116693,Rheum,rhabarbarum,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Rhododendron,Ericaceae,8656,4531,97784,114392,Rhododendron,,,* Oomycete,,,,,,root,root rot
* Oomycete,Rhododendron,Ericaceae,8723,4531,97784,116751,Rhododendron,,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Rosa,Rosaceae,8656,4655,97784,114395,Rosa,,,* Oomycete,,,,,,root,root rot
* Oomycete,Rosmarinus,Lamiaceae,8729,10956,97784,117899,Rosmarinus,,,* Oomycete,,,,,,,Root rot
* Oomycete,Rubus,Rosaceae,8656,4706,97784,114278,Rubus,,,* Oomycete,,,,,*Host: Raspberry,root,root rot
* Oomycete,Rubus idaeus,Rosaceae,8723,4674,97784,116638,Rubus,idaeus,,* Oomycete,,,,,Host: Raspberry,Root,Root rot
* Oomycete,Rubus idaeus,Rosaceae,8729,4674,97784,117928,Rubus,idaeus,,* Oomycete,,,,,,,Root rot
* Oomycete,Salvia,Lamiaceae,8729,4880,97784,117880,Salvia,,,* Oomycete,,,,,,,Damping off
* Oomycete,Salvia,Lamiaceae,8735,4880,97784,119086,Salvia,,,* Oomycete,,,,,,,Damping off
* Oomycete,Solanum lycopersicum,Solanaceae,8723,10596,97784,116565,Solanum,lycopersicum,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Spinacia oleracea,Chenopodiaceae,8656,5301,97784,114206,Spinacia,oleracea,,* Oomycete,,,,,,root,root rot
* Oomycete,Syringa,Oleaceae,8723,5395,97784,116759,Syringa,,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Taxus,Taxaceae,8656,5437,97784,114399,Taxus,,,* Oomycete,,,,,,root,root rot
* Oomycete,Taxus,Taxaceae,8729,5437,97784,118089,Taxus,,,* Oomycete,,,,,,,Root rot
* Oomycete,Taxus,Taxaceae,8735,5437,97784,119290,Taxus,,,* Oomycete,,,,,,,Root rot
* Oomycete,Taxus,Taxaceae,8740,5437,97784,120566,Taxus,,,* Oomycete,,,,,,,Root rot
* Oomycete,Thuja,Cupressaceae,8656,5474,97784,114404,Thuja,,,* Oomycete,,,,,,root,root rot
* Oomycete,Thuja,Cupressaceae,8723,5474,97784,116767,Thuja,,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Thuja,Cupressaceae,8740,5474,97784,120570,Thuja,,,* Oomycete,,,,,,,Root rot
* Oomycete,Thymus,,8735,10981,97784,119110,Thymus,,,* Oomycete,,,,,,,Root rot
* Oomycete,Thymus vulgaris,Lamiaceae,8735,5476,97784,119154,Thymus,vulgaris,,* Oomycete,,,,,,,Root rot
* Oomycete,Tsuga heterophylla,Pinaceae,8723,5581,97784,116769,Tsuga,heterophylla,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Ulmus,Ulmaceae,8723,5607,97784,116770,Ulmus,,,* Oomycete,,,,,,Root,Root rot
* Oomycete,Vaccinium,Ericaceae,8656,5659,97784,114267,Vaccinium,,,* Oomycete,,,,,*Host: Blueberry & Cranberry,root,root rot
* Oomycete,Vaccinium,Ericaceae,8729,5659,97784,117920,Vaccinium,,,* Oomycete,,,,,Host: Blueberry,,Root rot
* Oomycete,Vaccinium,Ericaceae,8729,5659,97784,118091,Vaccinium,,,* Oomycete,,,,,,,Root rot
* Oomycete,Vaccinium,Ericaceae,8735,5659,97784,119128,Vaccinium,,,* Oomycete,,,,,Host: Blueberry,,Root rot
* Oomycete,Vaccinium corymbosum,Ericaceae,8723,5634,97784,116610,Vaccinium,corymbosum,,* Oomycete,,,,,Host: Blueberry,Root,Root rot; Root die back
* Oomycete,Vaccinium oxycoccus,Ericaceae,8723,5646,97784,116623,Vaccinium,oxycoccus,,* Oomycete,,,,,Host: Cranberry,Root,Root rot
* Oomycete,Vitis,Vitaceae,8729,5817,97784,117976,Vitis,,,* Oomycete,,,,,,,Vine decline
* Oomycete,Vitis,Vitaceae,8735,5817,97784,119168,Vitis,,,* Oomycete,,,,,,,Root rot
* Oomycete,Zantedeschia,Araceae,8656,6134,97784,114201,Zantedeschia,,,* Oomycete,,,,,,root,root rot
*endophytes,Picea mariana,Pinaceae,8612,3865,97624,113506,Picea,mariana,,*endophytes,,,,,many unidentified via sequences,foliage,
*Unspecified,*Unspecified,,8822,10399,96749,122014,*Unspecified,,,*Unspecified,,,,,,,
*Unspecified,Glycine max,Fabaceae,8725,2501,96749,117124,Glycine,max,,*Unspecified,,,,,,,Bacterial blight
Abrothallus peyritschii,Tuckermannopsis pinastri,Parmeliaceae,5904,5584,72915,18406,Tuckermannopsis,pinastri,,Abrothallus,peyritschii,,,,,,lichen
Absidia,Avena sativa,Poaceae,7091,713,41184,95481,Avena,sativa,,Absidia,,,,,from Manitoba and/or Saskatchewan and/or Alberta,seeds,
Absidia,Fragaria x ananassa,Rosaceae,3451,2321,41184,39203,Fragaria,x ananassa,,Absidia,,,,,,,
Absidia,Hordeum vulgare,Poaceae,3809,2695,41184,26381,Hordeum,vulgare,,Absidia,,,,,,seeds,mould spoilage after flood damage in granaries
Absidia,Hordeum vulgare,Poaceae,7054,2695,41184,95300,Hordeum,vulgare,,Absidia,,,,,,seeds,
Absidia,Medicago sativa,Fabaceae,4862,3405,41184,21569,Medicago,sativa,,Absidia,,,,,,on roots,
Absidia,Trifolium pratense,Fabaceae,6311,5539,41184,60949,Trifolium,pratense,,Absidia,,,,,,,
Absidia,Triticum aestivum,Poaceae,3809,5563,41184,26380,Triticum,aestivum,,Absidia,,,,,,seeds,mould spoilage after flood damage in granaries
Absidia,Triticum aestivum,Poaceae,5379,5563,41184,61347,Triticum,aestivum,,Absidia,,,,,,,
Absidia,Triticum aestivum,Poaceae,6109,5563,41184,17947,Triticum,aestivum,,Absidia,,,,,,on seeds,
Absidia,Vicia faba,Fabaceae,4614,5735,41184,63485,Vicia,faba,,Absidia,,,,,,,
Absidia,Zea mays,Poaceae,1736,5844,41184,63766,Zea,mays,,Absidia,,,,,,,
Absidia coerulea,Sphagnum,Spagnales,2095,5297,80345,22447,Sphagnum,,,Absidia,coerulea,,,,,,
Absidia corymbifera,Avena sativa,Poaceae,7091,713,63329,95423,Avena,sativa,,Absidia,corymbifera,,,,from Manitoba and/or Saskatchewan and/or Alberta,seeds,
Absidia corymbifera,Brassica,Brassicaceae,3810,858,63329,5459,Brassica,,,Absidia,corymbifera,,,,,on seed,
Absidia corymbifera,Hordeum vulgare,Poaceae,3810,2695,63329,5457,Hordeum,vulgare,,Absidia,corymbifera,,,,,on seed,
Absidia corymbifera,Triticum,Poaceae,6110,5575,63329,61348,Triticum,,,Absidia,corymbifera,,,,,,
Absidia corymbifera,Triticum,Poaceae,7396,5575,63329,96473,Triticum,,,Absidia,corymbifera,,,,,seeds,
Absidia glauca,Avena chinensis,Poaceae,6108,7206,4477,33122,Avena,chinensis,,Absidia,glauca,,,,,,
Absidia glauca,Betula lutea,Betulaceae,92,7212,4477,68455,Betula,lutea,,Absidia,glauca,,,,,,
Absidia glauca,Betula lutea,Betulaceae,2095,7212,4477,22448,Betula,lutea,,Absidia,glauca,,,,,on rootlets,
Absidia glauca,Hordeum vulgare,Poaceae,3409,2695,4477,75023,Hordeum,vulgare,,Absidia,glauca,,,,,,
Absidia glauca,Triticum aestivum,Poaceae,5379,5563,4477,61350,Triticum,aestivum,,Absidia,glauca,,,,,,
Absidia glauca,Triticum aestivum,Poaceae,6108,5563,4477,61349,Triticum,aestivum,,Absidia,glauca,,,,,,
Absidia lichtheimii,Triticum aestivum,Poaceae,5379,5563,63332,61351,Triticum,aestivum,,Absidia,lichtheimii,,,,,,
Absidia orchidis,Avena chinensis,Poaceae,6108,7206,11044,33123,Avena,chinensis,,Absidia,orchidis,,,,,,
Absidia orchidis,Hordeum vulgare,Poaceae,3409,2695,11044,75022,Hordeum,vulgare,,Absidia,orchidis,,,,,,
Absidia orchidis,Triticum aestivum,Poaceae,5379,5563,11044,61353,Triticum,aestivum,,Absidia,orchidis,,,,,,
Absidia orchidis,Triticum aestivum,Poaceae,6108,5563,11044,61352,Triticum,aestivum,,Absidia,orchidis,,,,,,
Absidia ramosa,Brassica campestris,Brassicaceae,3812,7239,37163,35183,Brassica,campestris,,Absidia,ramosa,,,,,,
Absidia ramosa,Brassica napus,Brassicaceae,3812,832,37163,35182,Brassica,napus,,Absidia,ramosa,,,,,,
Absidia ramosa,Triticum,Poaceae,6110,5575,37163,61354,Triticum,,,Absidia,ramosa,,,,,,
Acanthonitschkea coloradensis,Abies lasiocarpa,Pinaceae,343,9,1,63979,Abies,lasiocarpa,,Acanthonitschkea,coloradensis,,,,,,
Acanthophysium abietis,Abies balsamea,Pinaceae,2095,4,80365,22468,Abies,balsamea,,Acanthophysium,abietis,,,,,,
Acanthophysium dendroideum,Picea glauca,Pinaceae,1999,3856,66418,2003,Picea,glauca,,Acanthophysium,dendroideum,,,,,on wood,
Acanthophysium lividocoeruleum,Picea,Pinaceae,2095,3871,80367,22470,Picea,,,Acanthophysium,lividocoeruleum,,,,,,
Acanthophysium lividocoeruleum,Picea,Pinaceae,2095,3871,80367,22960,Picea,,,Acanthophysium,lividocoeruleum,,,,,on wood,
Acanthorhynchus vaccinii,Oxycoccus palustris,Ericaceae,343,8520,27812,91790,Oxycoccus,palustris,,Acanthorhynchus,vaccinii,,,,,,"blotch rot, pourriture tachetée"
Acanthorhynchus vaccinii,Vaccinium macrocarpon,Ericaceae,5090,5636,27812,91871,Vaccinium,macrocarpon,,Acanthorhynchus,vaccinii,,,,,,
Acanthorhynchus vaccinii,Vaccinium macrocarpon,Ericaceae,6187,5636,27812,91791,Vaccinium,macrocarpon,,Acanthorhynchus,vaccinii,,,,,,"blotch rot, pourriture tachetée"
Acanthorhynchus vaccinii,Vaccinium vitis-idaea,Ericaceae,5090,5657,27812,91872,Vaccinium,vitis-idaea,,Acanthorhynchus,vaccinii,,,,,,
Acanthostigma alni,Alnus viridis,Betulaceae,4948,7060,2106,66084,Alnus,viridis,,Acanthostigma,alni,,,,,,
Acanthostigma clintonii,Populus,Salicaceae,559,4159,18521,82499,Populus,,,Acanthostigma,clintonii,,,,,,
Acanthostigma clintonii,Populus,Salicaceae,4522,4159,18521,52088,Populus,,,Acanthostigma,clintonii,,,,,,
Acanthostigma dispar,Populus,Salicaceae,559,4159,18522,82500,Populus,,,Acanthostigma,dispar,,,,,,
Acanthostigma helicosporus,Rubus,Rosaceae,8653,4706,97657,113650,Rubus,,,Acanthostigma,helicosporus,,,,"Also on various substrates, cosmopolitan.",,
Acanthostigma minutum,Gaultheria,Ericaceae,8653,6031,97656,113649,Gaultheria,,,Acanthostigma,minutum,,,,"*Also woody substrates, cosmopolitan",,
Acanthostigma parasiticum,Abies balsamea,Pinaceae,3507,4,28846,26868,Abies,balsamea,,Acanthostigma,parasiticum,,,,,,
Acanthostigma parasiticum,Picea canadensis,Pinaceae,112,8013,28846,44749,Picea,canadensis,,Acanthostigma,parasiticum,,,,,,
Acanthostigma parasiticum,Picea mariana,Pinaceae,123,3865,28846,44750,Picea,mariana,,Acanthostigma,parasiticum,,,,,,
Acanthostigmella brevispina,Hypoxylon deustum,Xylariaceae,340,2748,72565,18056,Hypoxylon,deustum,,Acanthostigmella,brevispina,,,,,on stroma,
Acanthostigmella brevispina,Hypoxylon deustum,Xylariaceae,340,2748,72565,18057,Hypoxylon,deustum,,Acanthostigmella,brevispina,,,,,on stroma,
Acanthostigmella pellucida,Taxus canadensis,Taxaceae,323,5435,62300,60319,Taxus,canadensis,,Acanthostigmella,pellucida,,,,,,
Acanthostigmella pellucida,Taxus canadensis,Taxaceae,3786,5435,62300,18459,Taxus,canadensis,,Acanthostigmella,pellucida,,,,,on overwintered material,
Acanthostigmina longispora,Gaultheria shallon,Ericaceae,6660,2411,96827,93349,Gaultheria,shallon,,Acanthostigmina,longispora,,,,,twigs,
Acarosporina microspora,Acer saccharum,Aceraceae,121,39,31131,29153,Acer,saccharum,,Acarosporina,microspora,,,,,,
Acarosporina microspora,Ulmus,Ulmaceae,4284,5607,31131,62610,Ulmus,,,Acarosporina,microspora,,,,,,
Acaulospora,Triticum aestivum,Poaceae,865,5563,77625,4688,Triticum,aestivum,,Acaulospora,,,,,,on roots,
Acetinobacter,Nereocystis luetkeana,Lessoniaceae,81,3528,71603,2970,Nereocystis,luetkeana,,Acetinobacter,,,,,,on fronds,"pneumatocysts flaccid, collapsed, covered with white bacterial slime"
Acetinobacter,Picea glauca,Pinaceae,4494,3856,71603,22193,Picea,glauca,,Acetinobacter,,,,,,"on seedlings: tissue from leader, stem, primary root, fine roots",
Acetinobacter,Zea mays,Poaceae,3155,5844,71603,22425,Zea,mays,,Acetinobacter,,,,,,in rhizosphere,
Achlya,Thuja plicata,Cupressaceae,5634,5472,74212,25723,Thuja,plicata,,Achlya,,,,,,on dead leaves,
Achromobacter,Linum,Linaceae,4431,3115,76314,5065,Linum,,,Achromobacter,,,,,,in rhizoplane,
Achromobacter,Triticum aestivum,Poaceae,4954,5563,76314,17115,Triticum,aestivum,,Achromobacter,,,,,,"in rhizosphere, rhizoplane",
Acidovorax,Ocimum basilicum,Lamiaceae,8745,10885,97367,121602,Ocimum,basilicum,,Acidovorax,,,,,,,Tache foliaire
Acidovorax,Solanum tuberosum,Solanaceae,8243,5187,97367,110731,Solanum,tuberosum,,Acidovorax,,,,,,tuber,
Acidovorax,Trifolium pratense,Fabaceae,8243,5539,97367,110705,Trifolium,pratense,,Acidovorax,,,,,,roots,
Acidovorax avenae pv. cattleyae,Phalaenopsis,Orchidaceae,7731,10541,97141,102239,Phalaenopsis,,,Acidovorax,avenae,pv. cattleyae,,,,,
Acinetobacter,Solanum tuberosum,Solanaceae,8243,5187,97380,110732,Solanum,tuberosum,,Acinetobacter,,,,,,tuber,
Acremoniella,Agropyron trachycaulum var. trachycaulum,Poaceae,5531,141,1367,65346,Agropyron,trachycaulum,var. trachycaulum,Acremoniella,,,,,,,
Acremoniella,Agropyron trachycaulum var. trachycaulum,Poaceae,5532,141,1367,65345,Agropyron,trachycaulum,var. trachycaulum,Acremoniella,,,,,,,
Acremoniella,Calamagrostis langsdorfii,Poaceae,5532,7269,1367,69747,Calamagrostis,langsdorfii,,Acremoniella,,,,,,,
Acremoniella,Hordeum sp.,Poaceae,3805,2696,1367,40387,Hordeum,sp.,,Acremoniella,,,,,,,
Acremoniella,Hordeum vulgare,Poaceae,3813,2695,1367,40385,Hordeum,vulgare,,Acremoniella,,,,,,,
Acremoniella,Hordeum vulgare,Poaceae,3814,2695,1367,40386,Hordeum,vulgare,,Acremoniella,,,,,,,
Acremoniella alascensis,Agrostis exarata,Poaceae,5540,155,1735,65713,Agrostis,exarata,,Acremoniella,alascensis,,,,,,
Acremoniella alascensis,Calamagrostis langsdorfii,Poaceae,5540,7269,1735,69748,Calamagrostis,langsdorfii,,Acremoniella,alascensis,,,,,,
Acremoniella atra,Allium cepa,Liliaceae,2203,189,1972,65950,Allium,cepa,,Acremoniella,atra,,,,,,
Acremoniella atra,Avena sativa,Poaceae,2203,713,1972,68018,Avena,sativa,,Acremoniella,atra,,,,,,
Acremoniella atra,Avena sativa,Poaceae,7091,713,1972,95424,Avena,sativa,,Acremoniella,atra,,,,from Manitoba and/or Saskatchewan and/or Alberta,seeds,
Acremoniella atra,Beta vulgaris,Chenopodiaceae,2203,757,1972,68302,Beta,vulgaris,,Acremoniella,atra,,,,,,
Acremoniella atra,Brassica,Brassicaceae,7528,858,1972,97640,Brassica,,,Acremoniella,atra,,,,,seeds,
Acremoniella atra,Festuca rubra,Poaceae,2203,2297,1972,73843,Festuca,rubra,,Acremoniella,atra,,,,,,
Acremoniella atra,Fragaria,Rosaceae,2086,2345,1972,39204,Fragaria,,,Acremoniella,atra,,,,,,
Acremoniella atra,Fragaria,Rosaceae,2095,2345,1972,22450,Fragaria,,,Acremoniella,atra,,,,,on calyx,
Acremoniella atra,Glycine max,Fabaceae,1127,2501,1972,6440,Glycine,max,,Acremoniella,atra,,,,,on seed,discolouration
Acremoniella atra,Hordeum vulgare,Poaceae,559,2695,1972,75024,Hordeum,vulgare,,Acremoniella,atra,,,,,,
Acremoniella atra,Hordeum vulgare,Poaceae,7054,2695,1972,95261,Hordeum,vulgare,,Acremoniella,atra,,,,,seeds,
Acremoniella atra,Lolium perenne,Poaceae,2203,3133,1972,76661,Lolium,perenne,,Acremoniella,atra,,,,,,
Acremoniella atra,Phaseolus vulgaris,Fabaceae,2203,3794,1972,79430,Phaseolus,vulgaris,,Acremoniella,atra,,,,,,
Acremoniella atra,Pinus strobus,Pinaceae,3827,3915,1972,4888,Pinus,strobus,,Acremoniella,atra,,,,,"on scales before kilning, seeds after kilning",
Acremoniella atra,Pisum sativum,Fabaceae,2203,3928,1972,81553,Pisum,sativum,,Acremoniella,atra,,,,,,
Acremoniella atra,Triticum aestivum,Poaceae,7525,5563,1972,97562,Triticum,aestivum,,Acremoniella,atra,,,,,seeds,
Acremoniella atra,Ulmus americana,Ulmaceae,5663,5594,1972,62611,Ulmus,americana,,Acremoniella,atra,,,,,,
Acremoniella atra,Zea mays,Poaceae,2203,5844,1972,92601,Zea,mays,,Acremoniella,atra,,,,,,
Acremoniella verrucosa,Beta vulgaris,Chenopodiaceae,2203,757,4325,68303,Beta,vulgaris,,Acremoniella,verrucosa,,,,,,
Acremoniella verrucosa,Bromus inermis,Poaceae,2203,885,4325,69530,Bromus,inermis,,Acremoniella,verrucosa,,,,,,
Acremoniella verrucosa,Phaseolus vulgaris,Fabaceae,2203,3794,4325,79431,Phaseolus,vulgaris,,Acremoniella,verrucosa,,,,,,
Acremoniella verrucosa,Pisum sativum,Fabaceae,2207,3928,4325,81554,Pisum,sativum,,Acremoniella,verrucosa,,,,,,
Acremonium,Agrostis palustris,Poaceae,2039,7048,38307,22334,Agrostis,palustris,,Acremonium,,,,,,on thatch off golf green,
Acremonium,Apium graveolens,Apiaceae,8727,10790,38307,117219,Apium,graveolens,,Acremonium,,,,,,,Tache sur pétiole
Acremonium,Brassica,Brassicaceae,7528,858,38307,97641,Brassica,,,Acremonium,,,,,,seeds,
Acremonium,Carex,Cyperaceae,6297,1295,38307,36326,Carex,,,Acremonium,,,,,,,
Acremonium,Chrysanthemum,Asteraceae,7818,1442,38307,103972,Chrysanthemum,,,Acremonium,,,,,from greenhouses,,
Acremonium,Euphorbia esula virgata,Euphorbiaceae,3893,7613,38307,9882,Euphorbia,esula virgata,,Acremonium,,,,,,on stem base,"stem rot, root rot"
Acremonium,Hordeum vulgare,Poaceae,7054,2695,38307,95301,Hordeum,vulgare,,Acremonium,,,,,,seeds,
Acremonium,Lens culinaris,Fabaceae,515,2992,38307,22160,Lens,culinaris,,Acremonium,,,,,,on roots,root rot: root discolouration and foliar chlorosis in seedlings(exp)
Acremonium,Lycopersicon esculentum,Solanaceae,7969,3241,38307,107354,Lycopersicon,esculentum,,Acremonium,,,,,pathogen recorded as acremonium stem canker,,
Acremonium,Medicago sativa,Fabaceae,4805,3405,38307,9730,Medicago,sativa,,Acremonium,,,,,,"on roots, crowns",
Acremonium,Musa,Musaceae,5196,3499,38307,43933,Musa,,,Acremonium,,,,,,,
Acremonium,Picea mariana,Pinaceae,5633,3865,38307,5654,Picea,mariana,,Acremonium,,,,,,on mycorrhizal root tips,
Acremonium,Picea mariana,Pinaceae,7931,3865,38307,105328,Picea,mariana,,Acremonium,,,,,,roots,
Acremonium,Populus tremuloides,Salicaceae,6299,4153,38307,52089,Populus,tremuloides,,Acremonium,,,,,,,
Acremonium,Triticum aestivum,Poaceae,7525,5563,38307,97563,Triticum,aestivum,,Acremonium,,,,,,seeds,
Acremonium,Zea mays,Poaceae,2996,5844,38307,18005,Zea,mays,,Acremonium,,,,,,,
Acremonium,Zea mays,Poaceae,6887,5844,38307,94715,Zea,mays,,Acremonium,,,,,,ear,
Acremonium apii,Apium graveolens,Apiaceae,8487,10790,34500,112813,Apium,graveolens,,Acremonium,apii,,,,,,
Acremonium apii,Apium graveolens var. dulce,Apiaceae,1324,377,34500,32520,Apium,graveolens,var. dulce,Acremonium,apii,,,,,,"brown spot, tache brune"
