pk_pathogen_id,fk_higher_taxa_id,fk_pathogen_id_accepted,fk_anamorph_id,virus_MPLO_names,pathogen_genus,pathogen_species,pathogen_subspecific_taxa,pathogen_author,fungal_state,english_name,english_disease_names,french_ name,french_disease_names,pathogen_notes,verify,qd,change_to,full_pathogen,dup_id
1,335,,,,Acanthonitschkea,coloradensis,,Cash & Davidson,Teleomorph,,,,,,TRUE,,,AcanthonitschkeacoloradensisCash & Davidson,
2,1,80365,,,Aleurodiscus,abietis,,,unknown,,,,,,TRUE,,,Aleurodiscusabietis,
5,1,,,,Aleurodiscus,amorphus,,(Pers.: Fr.) Schröter,unknown,,,,,,TRUE,,,Aleurodiscusamorphus(Pers.: Fr.) Schröter,
15,1,93389,,,Aleurodiscus,canadensis,,,unknown,,,,,,TRUE,,,Aleurodiscuscanadensis,
16,1,93391,,,Aleurodiscus,farlowii,,,unknown,,,,,,TRUE,,,Aleurodiscusfarlowii,
17,1,,,,Aleurodiscus,laurentianus,,,unknown,,,,,,TRUE,,,Aleurodiscuslaurentianus,
18,1,93478,,,Aleurodiscus,minnsiae,,,unknown,,,,,,TRUE,,,Aleurodiscusminnsiae,
20,1,,,,Aleurodiscus,penicillatus,,,unknown,,,,,,TRUE,,,Aleurodiscuspenicillatus,
21,1,93396,,,Aleurodiscus,weirii,,,unknown,,,,,,TRUE,,,Aleurodiscusweirii,
22,1,93320,,,Amphisphaeria,incrustans,,,unknown,,,,,,TRUE,,,Amphisphaeriaincrustans,
24,1,,,,Amphisphaeria,juniperi,,Tracy & Earle,unknown,,,,,,TRUE,,,AmphisphaeriajuniperiTracy & Earle,
25,150,,,,Arceuthobium,campylopodum,,Engelmann,unknown,,,,,,TRUE,,,ArceuthobiumcampylopodumEngelmann,
30,150,,,,Arceuthobium,douglasii,,Engelmann,unknown,,,,,,TRUE,,,ArceuthobiumdouglasiiEngelmann,
31,253,,,,Armillaria,mellea,,(Vahl: Fr.) P. Kummer,unknown,,,,,,TRUE,,,Armillariamellea(Vahl: Fr.) P. Kummer,
42,1,,1,,Ascocalyx,abietis,,Naumov,Teleomorph,,,,,,TRUE,,,AscocalyxabietisNaumov,
46,1,,,,Aspergillus,ochraceus,,Wilhelm,unknown,,,,,,TRUE,,,AspergillusochraceusWilhelm,
47,1,,,,Asterodon,ferruginosus,,Pat.,unknown,,,,,,TRUE,,,AsterodonferruginosusPat.,
48,304,,,,Aureobasidium,pullulans,,(de Bary) Arnaud,unknown,,,,,,TRUE,,,Aureobasidiumpullulans(de Bary) Arnaud,
49,1,,,,Auricularia,auricula,,,unknown,,,,,,TRUE,,,Auriculariaauricula,
52,1,29782,,,Bifusella,abietis,,,unknown,,,,,,TRUE,,,Bifusellaabietis,
53,1,29792,,,Bifusella,faullii,,,unknown,,,,,,TRUE,,,Bifusellafaullii,
60,1,29111,,,Bothrodiscus,pinicola,,Shear,Anamorph,,,,,,TRUE,,,BothrodiscuspinicolaShear,
63,301,,,,Botryosphaeria,abietina,,,unknown,,,,,,TRUE,,,Botryosphaeriaabietina,
64,1,12128,,,Caeoma,faullianum,,,unknown,,,,,,TRUE,QD,,Caeomafaullianum,
65,1,,,,Caldesia,viridis,,,unknown,,,,,,TRUE,,,Caldesiaviridis,
66,1,,,,Caliciopsis,pseudotsugae,,Fitzp.,unknown,,,,,,TRUE,,,CaliciopsispseudotsugaeFitzp.,
68,1,,,,Calocera,viscosa,,(Pers.: Fr.) Fr.,unknown,,,,,,TRUE,,,Caloceraviscosa(Pers.: Fr.) Fr.,
69,1,47172,,,Cenangium,abietis,,(Pers.) Rehm,unknown,,,,,,TRUE,,,Cenangiumabietis(Pers.) Rehm,
70,302,,,,Ceratocystis,brunneocrinita,,,unknown,,,,,,TRUE,,,Ceratocystisbrunneocrinita,
71,306,,,,Chaetomium,globosum,,Kunze: Fr.,unknown,,,,,,TRUE,,,ChaetomiumglobosumKunze: Fr.,
72,1,,,,Ciboria,rufofusca,,,unknown,,,,,,TRUE,,,Ciboriarufofusca,
73,290,,2,,Cladosporium,herbarum,,(Pers.: Fr.) Link,Anamorph,,,,,,TRUE,,,Cladosporiumherbarum(Pers.: Fr.) Link,
74,1,,,,Coniophora,olivacea,,(Fr.: Fr.) P. Karst.,unknown,,,,,,TRUE,,,Coniophoraolivacea(Fr.: Fr.) P. Karst.,
75,1,,,,Coniophora,puteana,,(Schumacher: Fr.) P. Karst.,unknown,,,,,,TRUE,,,Coniophoraputeana(Schumacher: Fr.) P. Karst.,75
82,1,29250,,,Coniophora,suffocata,,,unknown,,,,,,TRUE,,,Coniophorasuffocata,
84,275,,,,Coniothyrium,faullii,,,unknown,,,,,,TRUE,,,Coniothyriumfaullii,
85,1,,,,Conoplea,geniculata,,,unknown,,,,,,TRUE,,,Conopleageniculata,
86,1,,,,Cordana,pauciseptata,,Preuss,unknown,,,,,,TRUE,,,CordanapauciseptataPreuss,
87,1,28942,,,Coriolellus,heteromorphus,,,unknown,,,,,,TRUE,,,Coriolellusheteromorphus,
90,1,28934,,,Coriolellus,sepium,,,unknown,,,,,,TRUE,,,Coriolellussepium,
91,1,28952,,,Coriolellus,serialis,,,unknown,,,,,,TRUE,,,Coriolellusserialis,
92,1,28955,,,Coriolellus,variiformis,,(Pk.) Donk,unknown,,,,,,TRUE,,,Coriolellusvariiformis(Pk.) Donk,
95,1,30667,,,Corticium,albo-ochraceum,,,unknown,,,,,,TRUE,,,Corticiumalbo-ochraceum,
96,1,93748,,,Corticium,bicolor,,,unknown,,,,,,TRUE,,,Corticiumbicolor,
98,1,,,,Corticium,centrifugum,,(Lév.) Bres.,unknown,,,,,,TRUE,,,Corticiumcentrifugum(Lév.) Bres.,
99,1,29307,,,Corticium,corruge,,,unknown,,,,,,TRUE,,,Corticiumcorruge,
100,1,29532,,,Corticium,furfuraceum,,,unknown,,,,,,TRUE,,,Corticiumfurfuraceum,
101,1,30779,,,Corticium,galactinum,,,unknown,,,,,,TRUE,,,Corticiumgalactinum,
107,1,29099,,,Corticium,hydnans,,,unknown,,,,,,TRUE,,,Corticiumhydnans,
108,1,68996,,,Corticium,laeve,,,unknown,,,,,,TRUE,,,Corticiumlaeve,
109,1,30408,,,Corticium,lividum,,,unknown,,,,,,TRUE,,,Corticiumlividum,
110,1,29240,,,Corticium,macounii,,,unknown,,,,,,TRUE,,,Corticiummacounii,
111,1,93830,,,Corticium,odoratum,,,unknown,,,,,,TRUE,,,Corticiumodoratum,
112,1,93543,,,Corticium,pelliculare,,,unknown,,,,,,TRUE,,,Corticiumpelliculare,
114,1,93488,,,Corticium,pini-canadensis,,,unknown,,,,,,TRUE,,,Corticiumpini-canadensis,
115,1,31117,,,Corticium,radiosum,,,unknown,,,,,,TRUE,,,Corticiumradiosum,
117,1,29752,,,Corticium,roseocremeum,,,unknown,,,,,,TRUE,QD,,Corticiumroseocremeum,
118,1,93719,,,Corticium,separatum,,,unknown,,,,,,TRUE,,,Corticiumseparatum,
119,1,29210,,,Corticium,sulfureo-isabellinum,,,unknown,,,,,,TRUE,,,Corticiumsulfureo-isabellinum,
121,1,93726,,,Corticium,sulphureum,,,unknown,,,,,,TRUE,,,Corticiumsulphureum,
123,1,,3,,Coryne,sarcoides,,,Anamorph,,,,,,TRUE,,,Corynesarcoides,
125,1,93757,,,Crepidotus,herbarum,,,unknown,,,,,,TRUE,,,Crepidotusherbarum,
126,1,,,,Crepidotus,sphaerosporus,,,unknown,,,,,,TRUE,,,Crepidotussphaerosporus,
127,1,,,,Cryptospora,pini,,,unknown,,,,,,TRUE,,,Cryptosporapini,
128,315,,4,,Cytospora,abietis,,,Anamorph,,,,,,TRUE,,,Cytosporaabietis,
129,315,,,,Cytospora,friesii,,Sacc.,unknown,,,,,,TRUE,,,CytosporafriesiiSacc.,
130,1,,,,Dacrymyces,minor,,Pk.,unknown,,,,,,TRUE,,,DacrymycesminorPk.,
131,1,73632,,,Dacrymyces,palmatus,,,unknown,,,,,,TRUE,,,Dacrymycespalmatus,
132,1,30833,,,Darluca,filum,,,unknown,,,,,,TRUE,,,Darlucafilum,
133,1,29843,,,Dasyscyphus,agassizii,,,unknown,,,,,,TRUE,,,Dasyscyphusagassizii,
140,1,29859,,,Dasyscyphus,aridus,,,unknown,,,,,,TRUE,,,Dasyscyphusaridus,
141,1,29867,,,Dasyscyphus,calyciformis,,,unknown,,,,,,TRUE,,,Dasyscyphuscalyciformis,
142,1,48730,,,Dasyscyphus,resinarius,,,unknown,,,,,,TRUE,,,Dasyscyphusresinarius,
143,1,,,,Dasyscyphus,turbinulatus,,,unknown,,,,,,TRUE,,,Dasyscyphusturbinulatus,
144,1,,52,,Dermea,balsamea,,(Pk.) Seaver,Teleomorph,,,,,,TRUE,,,Dermeabalsamea(Pk.) Seaver,
147,1,93813,,,Dimerosporium,abietis,,,unknown,,,,,,TRUE,,,Dimerosporiumabietis,
151,1,,,,Diplodina,parasitica,,,unknown,,,,,,TRUE,,,Diplodinaparasitica,
153,1,,,,Ditiola,radicata,,,unknown,,,,,,TRUE,,,Ditiolaradicata,
154,1,,,,Echinodontium,tinctorium,,(Ell. & Ev.) Ell. & Ev.,unknown,,,,,,TRUE,,,Echinodontiumtinctorium(Ell. & Ev.) Ell. & Ev.,
159,1,,,,Eriosphaeria,vermicularia,,,unknown,,,,,,TRUE,,,Eriosphaeriavermicularia,
160,1,30421,,,Flammula,alnicola,,,unknown,,,,,,TRUE,,,Flammulaalnicola,
164,1,29714,,,Fomes,annosus,,,unknown,,,,,,TRUE,,,Fomesannosus,
167,1,30364,,,Fomes,nigrolimitatus,,,unknown,,,,,,TRUE,,,Fomesnigrolimitatus,
168,1,29470,,,Fomes,officinalis,,,unknown,,,,,,TRUE,,,Fomesofficinalis,
171,1,30365,,,Fomes,pini,,,unknown,,,,,,TRUE,,,Fomespini,
183,1,29473,,,Fomes,pinicola,,,unknown,,,,,,TRUE,,,Fomespinicola,
189,1,30383,,,Fomes,robustus,,,unknown,,,,,,TRUE,,,Fomesrobustus,
191,1,29489,,,Fomes,roseus,,,unknown,,,,,,TRUE,,,Fomesroseus,
193,1,29468,,,Fomes,subroseus,,,unknown,,,,,,TRUE,,,Fomessubroseus,
196,1,81321,,,Fusicoccum,abietinum,,(Hartig) Prill. & Delacr.,unknown,,,,,,TRUE,,,Fusicoccumabietinum(Hartig) Prill. & Delacr.,
201,1,,,,Ganoderma,applanatum,,(Pers.) Pat.,unknown,,,,,,TRUE,,,Ganodermaapplanatum(Pers.) Pat.,
203,1,,,,Ganoderma,lucidum,,(W. Curtis: Fr.) P. Karst.,unknown,,,,,,TRUE,,,Ganodermalucidum(W. Curtis: Fr.) P. Karst.,
204,1,,,,Ganoderma,oregonense,,,unknown,,,,,,TRUE,,,Ganodermaoregonense,
206,1,,,,Ganoderma,tsugae,,Murrill,unknown,,,,,,TRUE,,,GanodermatsugaeMurrill,
207,1,80367,,,Gloeocystidiellum,lividocoeruleum,,,unknown,,,,,,TRUE,,,Gloeocystidiellumlividocoeruleum,
208,1,,,,Glonium,stellatum,,,unknown,,,,,,TRUE,,,Gloniumstellatum,
209,1,91785,,,Grandinia,granulosa,,,unknown,,,,,,TRUE,,,Grandiniagranulosa,
210,1,,,,Graphis,scripta,,(L.) Ach.,unknown,,,,,,TRUE,,,Graphisscripta(L.) Ach.,
211,1,54147,,,Helotium,pallescens,,,unknown,,,,,,TRUE,QD,,Helotiumpallescens,
212,1,,,,Hericium,abietis,,(Weir ex Hubert) Harrison,unknown,,,,,,TRUE,,,Hericiumabietis(Weir ex Hubert) Harrison,
215,1,29707,,,Herpotrichia,nigra,,,unknown,,,,,,TRUE,,,Herpotrichianigra,
219,1,,,,Hyalopsora,aspidiotus,,(Magnus) Magnus,unknown,,,,,,TRUE,,,Hyalopsoraaspidiotus(Magnus) Magnus,
225,1,,,,Hymenochaete,badioferruginea,,(Mont.) Lév.,unknown,,,,,,TRUE,,,Hymenochaetebadioferruginea(Mont.) Lév.,
226,1,,,,Hymenochaete,rubiginosa,,,unknown,,,,,,TRUE,,,Hymenochaeterubiginosa,
227,1,,,,Hymenochaete,tabacina,,(Sow.: Fr.) Lév.,unknown,,,,,,TRUE,,,Hymenochaetetabacina(Sow.: Fr.) Lév.,
228,1,,,,Hymenochaete,tenuis,,,unknown,,,,,,TRUE,,,Hymenochaetetenuis,
230,1,,,,Hyphosoma,lumbricoidea,,,unknown,,,,,,TRUE,,,Hyphosomalumbricoidea,
234,1,31119,,,Hypoderma,robustum,,,unknown,,,,,,TRUE,,,Hypodermarobustum,
236,1,29917,,,Hypodermella,mirabilis,,,unknown,,,,,,TRUE,,,Hypodermellamirabilis,
239,1,29946,,,Hypodermella,nervata,,,unknown,,,,,,TRUE,,,Hypodermellanervata,
247,1,29983,,,Hypodermella,punctata,,,unknown,,,,,,TRUE,,,Hypodermellapunctata,
249,304,30697,,,Kabatiella,balsameae,,,unknown,,,,,,TRUE,,,Kabatiellabalsameae,
250,1,93319,,,Kirschsteiniella,thujina,,(Pk.) Pomerleau & Etheridge,unknown,,,,,,TRUE,,,Kirschsteiniellathujina(Pk.) Pomerleau & Etheridge,
252,1,,,,Leccinum,scabrum,,,unknown,,,,,,TRUE,,,Leccinumscabrum,
253,1,29537,,,Lenzites,sepiaria,,,unknown,,,,,,TRUE,,,Lenzitessepiaria,
261,275,,,,Leptosphaeria,faullii,,Darker,unknown,,,,,,TRUE,,,LeptosphaeriafaulliiDarker,
262,1,29460,,,Limacinia,alaskensis,,,unknown,,,,,,TRUE,,,Limaciniaalaskensis,
265,1,,,,Lophium,mytilinum,,(Pers.) Fr.,unknown,,,,,,TRUE,,,Lophiummytilinum(Pers.) Fr.,
267,1,,,,Lophodermium,,,,unknown,,,,,,TRUE,,,Lophodermium,
268,1,30024,,,Lophodermium,autumnale,,,unknown,,,,,,TRUE,,,Lophodermiumautumnale,
271,1,,,,Lophodermium,lacerum,,Darker,unknown,,,,,,TRUE,,,LophodermiumlacerumDarker,
273,1,,,,Lophodermium,piceae,,(Fckl.) von Höhnel,unknown,,,,,,TRUE,,,Lophodermiumpiceae(Fckl.) von Höhnel,
276,1,,,,Lycoperdon,perlatum,,Pers.,unknown,,,,,,TRUE,,,LycoperdonperlatumPers.,
277,1,,,,Marasmius,campanellus,,,unknown,,,,,,TRUE,,,Marasmiuscampanellus,
278,1,,,,Melampsora,abietis-capraearum,,Tubeuf,unknown,,,,,,TRUE,,,Melampsoraabietis-capraearumTubeuf,
288,1,,,,Melampsorella,caryophyllacearum,,Schröter,unknown,,,,,,TRUE,,,MelampsorellacaryophyllacearumSchröter,
302,1,,,,Merulius,,,,unknown,,,,,,TRUE,,,Merulius,
303,1,30799,,,Merulius,himantioides,,,unknown,,,,,,TRUE,,,Meruliushimantioides,
312,1,93843,,,Merulius,lacrymans,,,unknown,,,,,,TRUE,,,Meruliuslacrymans,
313,1,73279,,,Milesia,fructuosa,,,unknown,,,,,,TRUE,,,Milesiafructuosa,
316,1,93626,,,Milesia,laeviuscula,,,unknown,,,,,,TRUE,,,Milesialaeviuscula,
317,1,93627,,,Milesia,marginalis,,,unknown,,,,,,TRUE,,,Milesiamarginalis,
319,1,82277,,,Milesia,pycnograndis,,,unknown,,,,,,TRUE,,,Milesiapycnograndis,
320,1,30203,,,Mucronella,aggregata,,Fr.,unknown,,,,,,TRUE,,,MucronellaaggregataFr.,
321,1,40875,,,Mycoacia,alboviride,,,unknown,,,,,,TRUE,,,Mycoaciaalboviride,
322,1,21024,,,Naematelia,encephala,,,unknown,,,,,,TRUE,,,Naemateliaencephala,
323,256,29772,,,Naematoloma,capnoides,,(Fr.) P. Karst.,unknown,,,,,,TRUE,,,Naematolomacapnoides(Fr.) P. Karst.,
324,256,29775,,,Naematoloma,fasciculare,,(Huds.: Fr.) Karst.,unknown,,,,,,TRUE,,,Naematolomafasciculare(Huds.: Fr.) Karst.,
325,1,,,,Naucoria,geminella,,,unknown,,,,,,TRUE,,,Naucoriageminella,
326,210,327,,,Nectria,cucurbitula,,,unknown,,,,,,TRUE,,,Nectriacucurbitula,
327,1,30767,,,Creonectria,cucurbitula,,(Sacc.) Seaver,unknown,,,,,,TRUE,,,Creonectriacucurbitula(Sacc.) Seaver,
330,210,,,,Nectria,modesta,,,unknown,,,,,,TRUE,,,Nectriamodesta,
331,1,,,,Nothophacidium,abietinellum,,(Dearn.) J. Reid & Cain,unknown,,,,,,TRUE,,,Nothophacidiumabietinellum(Dearn.) J. Reid & Cain,
334,1,29764,,,Odontia,barba-jovis,,,unknown,,,,,,TRUE,,,Odontiabarba-jovis,
335,1,30673,,,Odontia,bicolor,,,unknown,,,,,,TRUE,,,Odontiabicolor,
344,1,29767,,,Odontia,crustosa,,,unknown,,,,,,TRUE,,,Odontiacrustosa,
345,1,29765,,,Odontia,lactea,,,unknown,,,,,,TRUE,,,Odontialactea,
348,1,29769,,,Odontia,spathulata,,,unknown,,,,,,TRUE,,,Odontiaspathulata,
349,1,,,,Oidiodendron,tenuissimum,,(Pk.) Hughes,unknown,,,,,,TRUE,,,Oidiodendrontenuissimum(Pk.) Hughes,
350,1,,,,Omphalia,marginella,var. rugosidisca,,unknown,,,,,,TRUE,,,Omphaliamarginellavar. rugosidisca,
351,327,,,,Ophiostoma,bicolor,,,unknown,,,,,,TRUE,,,Ophiostomabicolor,
353,1,40875,,,Oxydontia,alboviride,,,unknown,,,,,,TRUE,,,Oxydontiaalboviride,
354,196,93590,,,Panus,rudis,,Fr.,unknown,,,,,,TRUE,,,PanusrudisFr.,
355,1,,,,Passerinula,candida,,Sacc.,unknown,,,,,,TRUE,,,PasserinulacandidaSacc.,
356,1,,,,Patinella,punctiformis,,Rehm,unknown,,,,,,TRUE,,,PatinellapunctiformisRehm,
357,1,35777,,,Pellicularia,subcoronata,,,unknown,,,,,,TRUE,,,Pelliculariasubcoronata,
358,1,29121,,,Pellicularia,vaga,,,unknown,,,,,,TRUE,,,Pelliculariavaga,
359,1,30957,,,Peniophora,accedens,,,unknown,,,,,,TRUE,,,Peniophoraaccedens,
360,1,29753,,,Peniophora,aspera,,,unknown,,,,,,TRUE,,,Peniophoraaspera,
362,1,28893,,,Peniophora,byssoides,,,unknown,,,,,,TRUE,,,Peniophorabyssoides,
364,1,30350,,,Peniophora,carnosa,,,unknown,,,,,,TRUE,,,Peniophoracarnosa,
366,1,30416,,,Peniophora,gigantea,,,unknown,,,,,,TRUE,,,Peniophoragigantea,
368,1,72721,,,Peniophora,gracillima,,,unknown,,,,,,TRUE,,,Peniophoragracillima,
369,1,29467,,,Peniophora,greschikii,,,unknown,,,,,,TRUE,,,Peniophoragreschikii,
370,1,30960,,,Peniophora,hamata,,,unknown,,,,,,TRUE,,,Peniophorahamata,
371,1,,,,Peniophora,incarnata,,(Pers.: Fr.) P. Karst.,unknown,,,,,,TRUE,,,Peniophoraincarnata(Pers.: Fr.) P. Karst.,
372,1,53370,,,Peniophora,inornata,,,unknown,,,,,,TRUE,,,Peniophorainornata,
374,1,72613,,,Peniophora,luna,,,unknown,,,,,,TRUE,,,Peniophoraluna,
375,1,93572,,,Peniophora,nivea,,,unknown,,,,,,TRUE,,,Peniophoranivea,
376,1,29768,,,Peniophora,pallidula,,,unknown,,,,,,TRUE,,,Peniophorapallidula,
377,1,,,,Peniophora,perexigua,,,unknown,,,,,,TRUE,,,Peniophoraperexigua,
378,1,,,,Peniophora,pithya,,(Pers.) J. Erikss.,unknown,,,,,,TRUE,,,Peniophorapithya(Pers.) J. Erikss.,
379,1,,,,Peniophora,pseudopini,,,unknown,,,,,,TRUE,,,Peniophorapseudopini,
381,1,93870,,,Peniophora,ralla,,,unknown,,,,,,TRUE,,,Peniophoraralla,
382,1,30353,,,Peniophora,sanguinea,,,unknown,,,,,,TRUE,,,Peniophorasanguinea,
383,1,30289,,,Peniophora,separans,,,unknown,,,,,,TRUE,QD,,Peniophoraseparans,
386,1,,,,Peniophora,septentrionalis,,Laurila,unknown,,,,,,TRUE,,,PeniophoraseptentrionalisLaurila,
388,1,29747,,,Peniophora,tenuis,,,unknown,,,,,,TRUE,,,Peniophoratenuis,
389,1,,,,Peniophora,unica,,,unknown,,,,,,TRUE,,,Peniophoraunica,
391,1,,,,Peniophora,viridis,,,unknown,,,,,,TRUE,,,Peniophoraviridis,
392,351,,,,Peridermium,balsameum,,,unknown,,,,,,TRUE,,,Peridermiumbalsameum,
396,351,,,,Peridermium,holwayi,,,Anamorph,,,,,,TRUE,,,Peridermiumholwayi,
400,1,,,,Phacidium,abietis,,(Dearn.) J. Reid & Cain,unknown,,,,,,TRUE,,,Phacidiumabietis(Dearn.) J. Reid & Cain,
401,1,30733,,,Phacidium,balsameae,,,unknown,,,,,,TRUE,,,Phacidiumbalsameae,
405,1,,,,Phacidium,infestans,,P. Karst.,unknown,,,,,,TRUE,,,PhacidiuminfestansP. Karst.,
406,1,,,,Phaeocryptopus,nudus,,(Pk.) Petrak,unknown,,,,,,TRUE,,,Phaeocryptopusnudus(Pk.) Petrak,
414,1,,,,Phlebia,albida,,,unknown,,,,,,TRUE,,,Phlebiaalbida,
417,1,,,,Phlebia,radiata,,Fr.,unknown,,,,,,TRUE,,,PhlebiaradiataFr.,
419,1,,,,Pholiota,adiposa,,(Fr.: Fr.) Kummer,unknown,,,,,,TRUE,,,Pholiotaadiposa(Fr.: Fr.) Kummer,
420,1,419,,,Pholiota,aurivella,,(Batsch: Fr.) Kummer,unknown,,,,,,TRUE,,,Pholiotaaurivella(Batsch: Fr.) Kummer,
423,1,29578,,,Pholiota,spectabilis,,(Fr.) Kummer,unknown,,,,,,TRUE,,,Pholiotaspectabilis(Fr.) Kummer,
425,1,,,,Pholiota,squarrosa,,(Fr.: Fr.) Kummer,unknown,,,,,,TRUE,,,Pholiotasquarrosa(Fr.: Fr.) Kummer,
426,1,30432,,,Pholiota,squarrosoadiposa,,,unknown,,,,,,TRUE,,,Pholiotasquarrosoadiposa,
427,1,,,,Phomopsis,,,,unknown,,,,,,TRUE,,,Phomopsissp.,
429,1,,,,Phragmocephala,minima,,,unknown,,,,,,TRUE,,,Phragmocephalaminima,
430,1,,,,Phyllotopsis,nidulans,,(Pers.: Fr.) Singer,unknown,,,,,,TRUE,,,Phyllotopsisnidulans(Pers.: Fr.) Singer,
432,1,,,,Pithya,vulgaris,,Fckl.,unknown,,,,,,TRUE,,,PithyavulgarisFckl.,
433,1,,,,Platygloea,pustulata,,,unknown,,,,,,TRUE,,,Platygloeapustulata,
434,1,,,,Pleonectria,calonectrioides,,,unknown,,,,,,TRUE,,,Pleonectriacalonectrioides,
435,1,,148,,Pleurophomella,eumorpha,,,Anamorph,,,,,,TRUE,,,Pleurophomellaeumorpha,
436,358,,,,Pleurotus,ostreatus,,(Jacq.: Fr.) P. Kumm.,unknown,,,,,,TRUE,,,Pleurotusostreatus(Jacq.: Fr.) P. Kumm. complex,
437,358,30447,,,Pleurotus,porrigens,,,unknown,,,,,,TRUE,,,Pleurotusporrigens,
438,358,30270,,,Pleurotus,serotinus,,,unknown,,,,,,TRUE,,,Pleurotusserotinus,
439,1,93905,,,Polyporus,abieticola,,,unknown,,,,,,TRUE,,,Polyporusabieticola,
440,1,,,,Polyporus,abietinus,,,unknown,,,,,,TRUE,,,Polyporusabietinus,
450,1,29107,,,Polyporus,adustus,,,unknown,,,,,,TRUE,,,Polyporusadustus,
451,1,31006,,,Polyporus,albellus,,,unknown,,,,,,TRUE,,,Polyporusalbellus,
452,1,30659,,,Polyporus,alboluteus,,,unknown,,,,,,TRUE,,,Polyporusalboluteus,
454,1,30821,,,Polyporus,amorphus,,,unknown,,,,,,TRUE,,,Polyporusamorphus,
455,1,29426,,,Polyporus,anceps,,,unknown,,,,,,TRUE,,,Polyporusanceps,
456,1,74846,,,Polyporus,balsameus,,,unknown,,,,,,TRUE,,,Polyporusbalsameus,
462,1,75386,,,Polyporus,borealis,,,unknown,,,,,,TRUE,,,Polyporusborealis,
464,1,83147,,,Polyporus,caesius,,,unknown,,,,,,TRUE,,,Polyporuscaesius,
465,1,62574,,,Polyporus,cuneatus,,,unknown,,,,,,TRUE,,,Polyporuscuneatus,
466,1,93889,,,Polyporus,destructor,,,unknown,,,,,,TRUE,,,Polyporusdestructor,
467,1,28941,,,Polyporus,destructor,var. resupinatus,,unknown,,,,,,TRUE,,,Polyporusdestructorvar. resupinatus,
468,1,29778,,,Polyporus,dryadeus,,,unknown,,,,,,TRUE,,,Polyporusdryadeus,
469,1,505,,,Polyporus,elegans,,,unknown,,,,,,TRUE,,,Polyporuselegans,
470,1,30663,,,Polyporus,fibrillosus,,,unknown,,,,,,TRUE,,,Polyporusfibrillosus,
474,1,83164,,,Polyporus,guttulatus,,,unknown,,,,,,TRUE,,,Polyporusguttulatus,
477,1,75413,,,Polyporus,hirsutus,,,unknown,,,,,,TRUE,,,Polyporushirsutus,
478,1,80356,,,Polyporus,hirtus,,,unknown,,,,,,TRUE,,,Polyporushirtus,
481,1,93764,,,Polyporus,leucospongia,,,unknown,,,,,,TRUE,,,Polyporusleucospongia,
482,1,73942,,,Polyporus,mollis,,,unknown,,,,,,TRUE,,,Polyporusmollis,
483,1,93434,,,Polyporus,montanus,,,unknown,,,,,,TRUE,,,Polyporusmontanus,
484,1,30261,,,Polyporus,osseus,,,unknown,,,,,,TRUE,,,Polyporusosseus,
485,1,30454,,,Polyporus,picipes,,,unknown,,,,,,TRUE,,,Polyporuspicipes,
486,1,29780,,,Polyporus,resinosus,,,unknown,,,,,,TRUE,,,Polyporusresinosus,
488,1,30344,,,Polyporus,schweinitzii,,,unknown,,,,,,TRUE,,,Polyporusschweinitzii,
495,1,29876,,,Polyporus,sulphureus,,,unknown,,,,,,TRUE,,,Polyporussulphureus,
498,1,68888,,,Polyporus,tomentosus,,,unknown,,,,,,TRUE,,,Polyporustomentosus,
503,1,75351,,,Polyporus,tomentosus,var. circinatus,(Fr.) Sartory & Maire,unknown,,,,,,TRUE,,,Polyporustomentosusvar. circinatus(Fr.) Sartory & Maire,503
504,1,83171,,,Polyporus,undosus,,,unknown,,,,,,TRUE,,,Polyporusundosus,
505,1,,,,Polyporus,varius,,Fr.: Fr.,unknown,,,,,,TRUE,,,PolyporusvariusFr.: Fr.,
506,1,29303,,,Polyporus,volvatus,,,unknown,,,,,,TRUE,,,Polyporusvolvatus,
510,1,72538,,,Poria,albipellucida,,,unknown,,,,,,TRUE,,,Poriaalbipellucida,
511,1,28932,,,Poria,albolutescens,,,unknown,,,,,,TRUE,,,Poriaalbolutescens,
512,1,29093,,,Poria,aurea,,,unknown,,,,,,TRUE,,,Poriaaurea,
513,1,30908,,,Poria,candidissima,,,unknown,,,,,,TRUE,,,Poriacandidissima,
516,1,28935,,,Poria,carbonica,,,unknown,,,,,,TRUE,,,Poriacarbonica,
517,1,82722,,,Poria,cinerescens,,,unknown,,,,,,TRUE,,,Poriacinerescens,
518,1,74844,,,Poria,colorea,,,unknown,,,,,,TRUE,,,Poriacolorea,
519,1,30264,,,Poria,corticola,,,unknown,,,,,,TRUE,,,Poriacorticola,
520,1,73915,,,Poria,crustulina,,,unknown,,,,,,TRUE,,,Poriacrustulina,
523,1,30360,,,Poria,ferrugineofusca,,,unknown,,,,,,TRUE,,,Poriaferrugineofusca,
525,1,,,,Poria,ferruginosa,,,unknown,,,,,,TRUE,,,Poriaferruginosa,
526,1,31121,,,Poria,lenta,,,unknown,,,,,,TRUE,,,Porialenta,
527,1,29829,,,Poria,rixosa,,,unknown,,,,,,TRUE,,,Poriarixosa,
529,1,75870,,,Poria,sericeomollis,,,unknown,,,,,,TRUE,,,Poriasericeomollis,
530,1,74844,,,Poria,subacida,,,unknown,,,,,,TRUE,,,Poriasubacida,
538,1,30828,,,Poria,subincarnata,,,unknown,,,,,,TRUE,,,Poriasubincarnata,
