pk_pathogen_id,fk_higher_taxa_id,fk_pathogen_id_accepted,fk_anamorph_id,virus_MPLO_names,pathogen_genus,pathogen_species,pathogen_subspecific_taxa,pathogen_author,fungal_state,english_name,english_disease_names,french_ name,french_disease_names,pathogen_notes,verify,qd,change_to,full_pathogen,dup_id
46794,1,,,,Amylocorticium,subsulphureum,,(P. Karst.) Pouzar,unknown,,,,,,TRUE,,,Amylocorticiumsubsulphureum(P. Karst.) Pouzar,
46811,1,,,,Anomoporia,bombycina,,,unknown,,,,,,TRUE,,,Anomoporiabombycina,
46815,1,,,,Anomoporia,myceliosa,,,unknown,,,,,,TRUE,,,Anomoporiamyceliosa,
46890,1,,,,Antrodia,sinuosa,,(Fr.: Fr.) P. Karst.,unknown,,,,,,TRUE,,,Antrodiasinuosa(Fr.: Fr.) P. Karst.,
47047,1,,,,Ascocoryne,cylichnium,,,unknown,,,,,,TRUE,,,Ascocorynecylichnium,
47067,1,,,,Athelia,decipiens,,(von Höhnel & Litsch.) Erikss.,unknown,,,,,,TRUE,,,Atheliadecipiens(von Höhnel & Litsch.) Erikss.,
47069,1,93881,,,Athelia,microspora,,,unknown,,,,,,TRUE,,,Atheliamicrospora,
47090,1,,,,Bactrodesmium,,,,unknown,,,,,,TRUE,,,Bactrodesmium,
47091,1,,,,Bactrodesmium,obliquum,,,unknown,,,,,,TRUE,,,Bactrodesmiumobliquum,
47110,1,,,,Boreostereum,radiatum,,(Pk.) Parmasto,unknown,,,,,,TRUE,,,Boreostereumradiatum(Pk.) Parmasto,
47111,1,,,,Botryobasidium,ansosum,,,unknown,,,,,,TRUE,,,Botryobasidiumansosum,
47127,1,,,,Botryohypochnus,chordulatus,,,unknown,,,,,,TRUE,,,Botryohypochnuschordulatus,
47131,301,,,,Botryosphaeria,piceae,,Funk,unknown,,,,,,TRUE,,,BotryosphaeriapiceaeFunk,
47156,1,,,,Brevicellicium,exile,,,unknown,,,,,,TRUE,,,Brevicelliciumexile,
47157,1,,,,Byssochlamys,,,,unknown,,,,,,TRUE,,,Byssochlamys,
47158,1,93439,,,Byssocorticium,terrestre,,,unknown,,,,,,TRUE,,,Byssocorticiumterrestre,
47170,1,,,,Capnobotrys,neesii,,Hughes,unknown,,,,,,TRUE,,,CapnobotrysneesiiHughes,
47171,1,,,,Cenangium,,,,unknown,,,,,,TRUE,,,Cenangium,
47172,1,69,,,Cenangium,ferruginosum,,Fr.: Fr.,unknown,,,,,,TRUE,,,CenangiumferruginosumFr.: Fr.,
47176,1,,,,Cephaloascus,fragrans,,,unknown,,,,,,TRUE,,,Cephaloascusfragrans,
47184,1,,,,Cephalosporium,terrestre,,,unknown,,,,,,TRUE,,,Cephalosporiumterrestre,
47196,1,,,,Ceraceomyces,sulphurinus,,,unknown,,,,,,TRUE,,,Ceraceomycessulphurinus,
47209,302,,,,Ceratocystis,arborea,,,unknown,,,,,,TRUE,,,Ceratocystisarborea,
47212,302,93666,,,Ceratocystis,cainii,,,unknown,,,,,,TRUE,,,Ceratocystiscainii,
47214,302,31320,,,Ceratocystis,coronata,,,unknown,,,,,,TRUE,,,Ceratocystiscoronata,
47218,302,,,,Ceratocystis,crenulata,,,unknown,,,,,,TRUE,,,Ceratocystiscrenulata,
47219,302,93673,,,Ceratocystis,dolominuta,,,unknown,,,,,,TRUE,,,Ceratocystisdolominuta,
47229,302,68858,,,Ceratocystis,ips,,,unknown,,,,,,TRUE,,,Ceratocystisips,
47243,302,,,,Ceratocystis,ochracea,,,unknown,,,,,,TRUE,,,Ceratocystisochracea,
47256,302,93681,,,Ceratocystis,piceaperda,,,unknown,,,,,,TRUE,,,Ceratocystispiceaperda,
47258,302,93678,,,Ceratocystis,pseudoeurophoides,,,unknown,,,,,,TRUE,,,Ceratocystispseudoeurophoides,
47259,302,93675,,,Ceratocystis,pseudonigra,,,unknown,,,,,,TRUE,,,Ceratocystispseudonigra,
47266,302,93683,,,Ceratocystis,stenoceras,,,unknown,,,,,,TRUE,,,Ceratocystisstenoceras,
47268,302,93684,,,Ceratocystis,tetropii,,,unknown,,,,,,TRUE,,,Ceratocystistetropii,
47271,302,93678,,,Ceratocystis,truncicola,,,unknown,,,,,,TRUE,,,Ceratocystistruncicola,
47275,1,,,,Cerocorticium,notabile,,,unknown,,,,,,TRUE,,,Cerocorticiumnotabile,
47280,1,,,,Ceuthospora,pithyophila,,,unknown,,,,,,TRUE,,,Ceuthosporapithyophila,
47298,1,,,,Chalara,insignis,,,unknown,,,,,,TRUE,,,Chalarainsignis,
47302,1,,,,Chrysomyxa,,,,unknown,,,,,,TRUE,,,Chrysomyxa,
48008,1,93857,,,Chrysosporium,pruinosum,,,unknown,,,,,,TRUE,,,Chrysosporiumpruinosum,
48034,1,,,,Comatospora,suttonii,,,unknown,,,,,,TRUE,,,Comatosporasuttonii,
48093,1,,,,Corniculariella,abietis,,P. Karst.,unknown,,,,,,TRUE,,,CorniculariellaabietisP. Karst.,
48102,1,,,,Crinula,caliciiformis,,,unknown,,,,,,TRUE,,,Crinulacaliciiformis,
48129,210,,,,Cylindrocarpon,roseum,,,unknown,,,,,,TRUE,,,Cylindrocarponroseum,
48132,210,22660,,,Cylindrocladium,floridanum,,Sobers & Seymour,unknown,,,,,,TRUE,,,CylindrocladiumfloridanumSobers & Seymour,
48190,315,,,,Cytospora,kunzei,var. piceae,,unknown,,,,,,TRUE,,,Cytosporakunzeivar. piceae,
48204,1,,,,Dacryobolus,sudans,,(Alb. & Schw.: Fr.) Fr.,unknown,,,,,,TRUE,,,Dacryobolussudans(Alb. & Schw.: Fr.) Fr.,
48206,1,,,,Darkera,parca,,Whitney et al.,unknown,,,,,,TRUE,,,DarkeraparcaWhitney et al.,
48210,1,,,,Dendrothele,,,,unknown,,,,,,TRUE,,,Dendrothele,
48211,1,,,,Dermea,grovesii,,,unknown,,,,,,TRUE,,,Dermeagrovesii,
48217,1,,,,Dichomera,gemmicola,,Funk & Sutton,unknown,,,,,,TRUE,,,DichomeragemmicolaFunk & Sutton,
48251,1,93815,,,Epipolaeum,tsugae,,,unknown,,,,,,TRUE,,,Epipolaeumtsugae,
48257,1,,,,Exidia,pinicola,,,unknown,,,,,,TRUE,,,Exidiapinicola,
48259,1,93539,,,Exidiopsis,calcea,,(Pers.) Wells,unknown,,,,,,TRUE,,,Exidiopsiscalcea(Pers.) Wells,
48270,1,73810,,,Flaviporus,overholtsii,,,unknown,,,,,,TRUE,,,Flaviporusoverholtsii,
48367,1,,,,Foveostroma,,,,unknown,,,,,,TRUE,,,Foveostroma,
48401,1,,75,,Geniculodendron,pyriforme,,,Anamorph,,,,,,TRUE,,,Geniculodendronpyriforme,
48403,343,,,,Geotrichum,,,,unknown,,,,,,TRUE,,,Geotrichum,
48420,1,,,,Gloeophyllum,protractum,,(Fr.) Imazeki,unknown,,,,,,TRUE,,,Gloeophyllumprotractum(Fr.) Imazeki,
48517,1,,,,Hansenula,holstii,,,unknown,,,,,,TRUE,,,Hansenulaholstii,
48520,1,,,,Helicobasidium,corticioides,,,unknown,,,,,,TRUE,,,Helicobasidiumcorticioides,
48535,1,17259,,,Herpotrichia,coulteri,,,unknown,,,,,,TRUE,,,Herpotrichiacoulteri,
48556,1,,,,Heyderia,abietis,,(Fr.) Link,unknown,,,,,,TRUE,,,Heyderiaabietis(Fr.) Link,
48560,1,,,,Hyaloscypha,leuconica,,,unknown,,,,,,TRUE,,,Hyaloscyphaleuconica,
48579,1,93574,,,Hyphoderma,polonense,,,unknown,,,,,,TRUE,,,Hyphodermapolonense,
48588,1,73624,,,Hyphoderma,resinosum,,,unknown,,,,,,TRUE,,,Hyphodermaresinosum,
48594,1,93474,,,Hyphoderma,terricola,,,unknown,,,,,,TRUE,,,Hyphodermaterricola,
48596,1,,,,Hyphodontia,abieticola,,,unknown,,,,,,TRUE,,,Hyphodontiaabieticola,
48602,1,,,,Hyphodontia,alutaria,,,unknown,,,,,,TRUE,,,Hyphodontiaalutaria,
48603,1,91785,,,Hyphodontia,aspera,,,unknown,,,,,,TRUE,,,Hyphodontiaaspera,
48613,1,,,,Hyphodontia,floccosa,,,unknown,,,,,,TRUE,,,Hyphodontiafloccosa,
48626,1,,,,Hypochnicium,geogenium,,(Bres.) J. Erikss.,unknown,,,,,,TRUE,,,Hypochniciumgeogenium(Bres.) J. Erikss.,
48730,1,,,,Lachnellula,resinaria,,,unknown,,,,,,TRUE,,,Lachnellularesinaria,
48739,1,93498,,,Laeticorticium,piceinum,,,unknown,,,,,,TRUE,,,Laeticorticiumpiceinum,
48761,1,,,,Leptomelanconium,piceae,,,unknown,,,,,,TRUE,,,Leptomelanconiumpiceae,
48789,208,,,,Lirula,brevispora,,,unknown,,,,,,TRUE,,,Lirulabrevispora,
48796,208,,,,Lirula,macrospora,,(Hartig) Darker,unknown,,,,,,TRUE,,,Lirulamacrospora(Hartig) Darker,
48918,1,,,,Lophomerum,darkeri,,Ouellette,unknown,,,,,,TRUE,,,LophomerumdarkeriOuellette,
48925,1,,,,Lophomerum,septatum,,,unknown,,,,,,TRUE,,,Lophomerumseptatum,
48949,1,,,,Lycogala,epidendrum,,(L.) Fr.,unknown,,,,,,TRUE,,,Lycogalaepidendrum(L.) Fr.,48949
48954,1,,,,Mariannaea,elegans,,,unknown,,,,,,TRUE,,,Mariannaeaelegans,
48955,1,,,,Martinina,panamaensis,f. tetraspora,,unknown,,,,,,TRUE,,,Martininapanamaensisf. tetraspora,
48964,1,,,,Melanotus,hartii,,,unknown,,,,,,TRUE,,,Melanotushartii,
48983,1,93616,,,Merulius,bellus,,,unknown,,,,,,TRUE,,,Meruliusbellus,
48985,1,93716,,,Merulius,incarnatus,,,unknown,,,,,,TRUE,,,Meruliusincarnatus,
48990,1,,,,Microcallis,,,,unknown,,,,,,TRUE,,,Microcallis,
49003,1,93655,,,Mytilinidion,karstenii,,,unknown,,,,,,TRUE,,,Mytilinidionkarstenii,
49004,1,,,,Mytilinidion,tortile,,,unknown,,,,,,TRUE,,,Mytilinidiontortile,
49005,1,,,,Myxotrichum,setosum,,,unknown,,,,,,TRUE,,,Myxotrichumsetosum,
49019,1,,,,Odonticium,romellii,,,unknown,,,,,,TRUE,,,Odonticiumromellii,
49023,1,,,,Oedocephalum,,,,unknown,,,,,,TRUE,,,Oedocephalum,
49024,194,,,,Oidium,microspermum,,,unknown,,,,,,TRUE,,,Oidiummicrospermum,
49133,1,,,,Pachnocybe,ferruginea,,,unknown,,,,,,TRUE,,,Pachnocybeferruginea,
49146,1,,,,Paullicorticium,delicatissimum,,,unknown,,,,,,TRUE,,,Paullicorticiumdelicatissimum,
49148,1,,,,Paullicorticium,niveo-cremeum,,,unknown,,,,,,TRUE,,,Paullicorticiumniveo-cremeum,
49149,1,,,,Paullicorticium,pearsonii,,,unknown,,,,,,TRUE,,,Paullicorticiumpearsonii,
49165,1,93714,,,Peniophora,coccineofulva,,,unknown,,,,,,TRUE,,,Peniophoracoccineofulva,
49212,351,,76,,Peridermium,coloradense,,,Anamorph,,,,,,TRUE,,,Peridermiumcoloradense,
49217,1,,,,Peyronelia,rudis,,,unknown,,,,,,TRUE,,,Peyroneliarudis,
49219,1,,,,Peziza,sylvestris,,(Boudier) Sacc. & Trotter,unknown,,,,,,TRUE,,,Pezizasylvestris(Boudier) Sacc. & Trotter,
49220,1,,,,Pezizella,,,,unknown,,,,,,TRUE,,,Pezizella,
49221,1,,,,Pezizella,chapmanii,,,unknown,,,,,,TRUE,,,Pezizellachapmanii,
49271,1,,,,Phaeostalagmus,tenuissimus,,,unknown,,,,,,TRUE,,,Phaeostalagmustenuissimus,
49395,1,,,,Phialea,strobilina,,,unknown,,,,,,TRUE,,,Phialeastrobilina,
49398,1,,,,Phialocephala,repens,,,unknown,,,,,,TRUE,,,Phialocephalarepens,
49421,1,,,,Phlebia,segregata,,,unknown,,,,,,TRUE,,,Phlebiasegregata,
49422,1,,,,Phlebia,subserialis,,(Bourd. & Galz.) Donk,unknown,,,,,,TRUE,,,Phlebiasubserialis(Bourd. & Galz.) Donk,
49470,1,,,,Phragmothyriella,,,,unknown,,,,,,TRUE,,,Phragmothyriella,
49471,1,,,,Phragmotrichum,chailletii,,,unknown,,,,,,TRUE,,,Phragmotrichumchailletii,
49484,1,,,,Piloderma,byssinum,,(Karsten) Jülich,unknown,,,,,,TRUE,,,Pilodermabyssinum(Karsten) Jülich,
49486,1,93408,,,Piloporia,albobrunnea,,,unknown,,,,,,TRUE,,,Piloporiaalbobrunnea,
49520,1,93409,,,Poria,alpina,,,unknown,,,,,,TRUE,,,Poriaalpina,
49521,1,93411,,,Poria,byssina,,,unknown,,,,,,TRUE,,,Poriabyssina,
49527,1,,,,Pragmopora,bacillifera,,,unknown,,,,,,TRUE,,,Pragmoporabacillifera,
49531,253,93867,,,Pseudohiatula,conigenoides,,,unknown,,,,,,TRUE,,,Pseudohiatulaconigenoides,
49533,1,,,,Pseudomerulius,aureus,,(Fr.: Fr.) Jülich,unknown,,,,,,TRUE,,,Pseudomeruliusaureus(Fr.: Fr.) Jülich,
49537,1,,,,Pseudophacidium,garmanii,,,unknown,,,,,,TRUE,,,Pseudophacidiumgarmanii,
49550,1,,,,Pseudotomentella,flavovirens,,,unknown,,,,,,TRUE,,,Pseudotomentellaflavovirens,
49551,1,,,,Pseudotomentella,humicola,,,unknown,,,,,,TRUE,,,Pseudotomentellahumicola,
49631,1,,,,Repetobasidium,mirificum,,J. Erikss.,unknown,,,,,,TRUE,,,RepetobasidiummirificumJ. Erikss.,
49633,1,,,,Repetobasidium,vile,,,unknown,,,,,,TRUE,,,Repetobasidiumvile,
49646,1,93713,,,Resinicium,chiricahuaensis,,,unknown,,,,,,TRUE,,,Resiniciumchiricahuaensis,
49647,1,,,,Resinicium,furfuraceum,,,unknown,,,,,,TRUE,,,Resiniciumfurfuraceum,
49648,1,,,,Resupinatus,applicatus,,,unknown,,,,,,TRUE,,,Resupinatusapplicatus,
49710,1,,,,Rileya,piceae,,,unknown,,,,,,TRUE,,,Rileyapiceae,
49711,1,,,,Rutstroemia,bulgarioides,,(Rabenh.) Karst.,unknown,,,,,,TRUE,,,Rutstroemiabulgarioides(Rabenh.) Karst.,
49714,1,,,,Saccardinula,,,,unknown,,,,,,TRUE,,,Saccardinula,
49748,1,,,,Scytalidium,,,,unknown,,,,,,TRUE,,,Scytalidium,
49789,1,,,,Sebacina,incrustans,,,unknown,,,,,,TRUE,,,Sebacinaincrustans,
49791,346,,,,Seimatosporium,,,,unknown,,,,,,TRUE,,,Seimatosporium,
49792,1,,,,Septonema,fasciculare,,,unknown,,,,,,TRUE,,,Septonemafasciculare,
49793,1,,,,Septotrullula,,,,unknown,,,,,,TRUE,,,Septotrullula,
49799,1,93617,,,Serpula,incrassata,,,unknown,,,,,,TRUE,,,Serpulaincrassata,
49803,1,,,,Sirococcus,conigenus,,(DC.) Cannon & Minter,unknown,,,,,,TRUE,,,Sirococcusconigenus(DC.) Cannon & Minter,
49847,1,,,,Sistotrema,diademiferum,,,unknown,,,,,,TRUE,,,Sistotremadiademiferum,
49882,1,,,,Sphaerobasidium,subinvisible,,,unknown,,,,,,TRUE,,,Sphaerobasidiumsubinvisible,
49893,1,,,,Sporobolomyces,,,,unknown,,,,,,TRUE,,,Sporobolomyces,
49896,1,,,,Stemonitis,axifera,,,unknown,,,,,,TRUE,,,Stemonitisaxifera,
49900,288,,,,Stigmina,lautii,,,unknown,,,,,,TRUE,,,Stigminalautii,
49905,288,,,,Stigmina,verrucosa,,(Morgan-Jones) Sutton,unknown,,,,,,TRUE,,,Stigminaverrucosa(Morgan-Jones) Sutton,
49914,253,,,,Strobilurus,occidentalis,,Wells & Kempton,unknown,,,,,,TRUE,,,StrobilurusoccidentalisWells & Kempton,
49918,1,,,,Suillosporium,cystidiatum,,,unknown,,,,,,TRUE,,,Suillosporiumcystidiatum,
49930,1,,,,Talaromyces,emersonii,,,unknown,,,,,,TRUE,,,Talaromycesemersonii,
49933,361,,,,Thelephora,penicillata,,,unknown,,,,,,TRUE,,,Thelephorapenicillata,
49940,1,,,,Therrya,,,,unknown,,,,,,TRUE,,,Therrya,
49941,1,,,,Therrya,piceae,,Funk,unknown,,,,,,TRUE,,,TherryapiceaeFunk,
49948,1,48206,,,Tiarosporella,parca,,,unknown,,,,,,TRUE,,,Tiarosporellaparca,
49952,1,,,,Tomentella,calcicola,,,unknown,,,,,,TRUE,,,Tomentellacalcicola,
49965,1,,,,Tomentellina,fibrosa,,,unknown,,,,,,TRUE,,,Tomentellinafibrosa,
49966,1,,,,Trechispora,cohaerens,,,unknown,,,,,,TRUE,,,Trechisporacohaerens,
49977,1,93880,,,Trechispora,pallidoaurantiaca,,,unknown,,,,,,TRUE,,,Trechisporapallidoaurantiaca,
49979,1,,,,Trechispora,stellulata,,,unknown,,,,,,TRUE,,,Trechisporastellulata,
50042,1,,,,Tricholomopsis,decora,,,unknown,,,,,,TRUE,,,Tricholomopsisdecora,
50048,1,,,,Tritirachium,hydnicola,,,unknown,,,,,,TRUE,,,Tritirachiumhydnicola,
50049,1,,,,Tryblidiopsis,,,,unknown,,,,,,TRUE,,,Tryblidiopsis,
50078,1,,,,Tubulicrinis,angustus,,,unknown,,,,,,TRUE,,,Tubulicrinisangustus,
50081,1,,,,Tubulicrinis,calothrix,,,unknown,,,,,,TRUE,,,Tubulicriniscalothrix,
50083,1,,,,Tubulicrinis,chaetophorus,,,unknown,,,,,,TRUE,,,Tubulicrinischaetophorus,
50092,1,,,,Tubulicrinis,juniperinus,,,unknown,,,,,,TRUE,,,Tubulicrinisjuniperinus,
50093,1,,,,Tubulicrinis,medius,,(Bourd. & Galz.) Oberwinkler,unknown,,,,,,TRUE,,,Tubulicrinismedius(Bourd. & Galz.) Oberwinkler,
50094,1,,,,Tubulicrinis,propinquus,,,unknown,,,,,,TRUE,,,Tubulicrinispropinquus,
50099,1,,,,Tylospora,asterophora,,,unknown,,,,,,TRUE,,,Tylosporaasterophora,
50101,1,,,,Tylospora,fibrillosa,,,unknown,,,,,,TRUE,,,Tylosporafibrillosa,
50169,1,73810,,,Tyromyces,canadensis,,,unknown,,,,,,TRUE,,,Tyromycescanadensis,
50174,1,,,,Tyromyces,lapponicus,,,unknown,,,,,,TRUE,,,Tyromyceslapponicus,
50196,1,,,,Tyromyces,ptychogaster,,,unknown,,,,,,TRUE,,,Tyromycesptychogaster,
50216,1,,,,Uthatobasidium,ochraceum,,,unknown,,,,,,TRUE,,,Uthatobasidiumochraceum,
50239,315,,,,Valsa,kunzei,var. piceae,,unknown,,,,,,TRUE,,,Valsakunzeivar. piceae,
50267,1,93352,,,Xenasma,gaspesicum,,,unknown,,,,,,TRUE,,,Xenasmagaspesicum,
50269,1,93715,,,Xenasma,grisellum,,,unknown,,,,,,TRUE,,,Xenasmagrisellum,
50310,1,,,,Amylocorticium,canadense,,(Burt) J. Erikss. & Weresub,unknown,,,,,,TRUE,,,Amylocorticiumcanadense(Burt) J. Erikss. & Weresub,
50323,1,,,,Anthostomella,,,,unknown,,,,,,TRUE,,,Anthostomella,
50356,1,,,,Aposphaeria,,,,unknown,,,,,,TRUE,,,Aposphaeria,
50357,1,,,,Arcyria,nutans,,,unknown,,,,,,TRUE,,,Arcyrianutans,
50481,1,,,,Atropellis,,,,unknown,,,,,,TRUE,,,Atropellis,
50524,1,,,,Aulographina,pinorum,,,unknown,,,,,,TRUE,,,Aulographinapinorum,
50554,1,,,,Basidiodendron,pini,,,unknown,,,,,,TRUE,,,Basidiodendronpini,
50556,1,,,,Biatorella,,,,unknown,,,,,,TRUE,,,Biatorella,
50572,1,,,,Bifusella,pini,,,unknown,,,,,,TRUE,,,Bifusellapini,
50585,1,,,,Bifusella,saccata,,,unknown,,,,,,TRUE,,,Bifusellasaccata,
50589,1,,,,Blyttiomyces,aureus,,,unknown,,,,,,TRUE,,,Blyttiomycesaureus,
50590,1,,,,Boletopsis,griseus,,,unknown,,,,,,TRUE,,,Boletopsisgriseus,
50607,1,,,,Bulliardella,,,,unknown,,,,,,TRUE,,,Bulliardella,
50622,1,,,,Capnodium,pini,,,unknown,,,,,,TRUE,,,Capnodiumpini,
50675,1,,,,Cenangium,pithyum,,,unknown,,,,,,TRUE,,,Cenangiumpithyum,
50694,1,,,,Ceratobasidium,fibulatum,,,unknown,,,,,,TRUE,,,Ceratobasidiumfibulatum,
50699,302,,,,Ceratocystis,alba,,,unknown,,,,,,TRUE,,,Ceratocystisalba,
50710,302,,,,Ceratocystis,columnaris,,,unknown,,,,,,TRUE,,,Ceratocystiscolumnaris,
50716,302,,,,Ceratocystis,deltoideospora,,,unknown,,,,,,TRUE,,,Ceratocystisdeltoideospora,
50755,302,,,,Ceratocystis,longispora,,,unknown,,,,,,TRUE,,,Ceratocystislongispora,
50757,302,93672,,,Ceratocystis,minima,,,unknown,,,,,,TRUE,,,Ceratocystisminima,
50784,302,68858,,,Ceratocystis,montia,,,unknown,,,,,,TRUE,,,Ceratocystismontia,
50796,302,93679,,,Ceratocystis,perfecta,,,unknown,,,,,,TRUE,,,Ceratocystisperfecta,
50816,302,,,,Ceratocystis,spinifera,,,unknown,,,,,,TRUE,,,Ceratocystisspinifera,
50834,1,,,,Ceriosporopsis,halima,,Linder,unknown,,,,,,TRUE,,,CeriosporopsishalimaLinder,
50837,1,93451,,,Ceriporia,rhodella,,,unknown,,,,,,TRUE,,,Ceriporiarhodella,
50838,1,,,,Ceuthospora,,,,unknown,,,,,,TRUE,,,Ceuthospora,
50841,1,,,,Chaetophiophoma,,,,unknown,,,,,,TRUE,,,Chaetophiophoma,
50843,1,,,,Cheiromycella,microscopica,,,unknown,,,,,,TRUE,,,Cheiromycellamicroscopica,
50844,1,,,,Cirrenalia,macrocephala,,,unknown,,,,,,TRUE,,,Cirrenaliamacrocephala,
50862,364,,,,Coleosporium,,,,unknown,,,,,,TRUE,,,Coleosporium,
50998,1,,,,Comatricha,nigra,,(Pers.) Schröter,unknown,,,,,,TRUE,,,Comatrichanigra(Pers.) Schröter,
51004,1,,,,Coniochaeta,malacotricha,,,unknown,,,,,,TRUE,,,Coniochaetamalacotricha,
51026,1,,,,Connersia,rilstonii,,,unknown,,,,,,TRUE,,,Connersiarilstonii,
51027,1,,,,Conoplea,elegantula,,(Cke.) Ell.,unknown,,,,,,TRUE,,,Conopleaelegantula(Cke.) Ell.,
51038,1,,,,Coryne,,,,unknown,,,,,,TRUE,,,Coryne,
51040,1,,,,Costantinella,micheneri,,,unknown,,,,,,TRUE,,,Costantinellamicheneri,
51041,1,,,,Cristinia,helvetica,,(Pers.) Parmasto,unknown,,,,,,TRUE,,,Cristiniahelvetica(Pers.) Parmasto,
51127,1,,,,Cronartium,coleosporioides,"var. ""stalactiforme""",,unknown,,,,,,TRUE,,,"Cronartiumcoleosporioidesvar. ""stalactiforme""",
51401,1,,,,Crumenulopsis,,,,unknown,,,,,,TRUE,,,Crumenulopsis,
51402,1,,,,Crumenulopsis,sororia,,,unknown,,,,,,TRUE,,,Crumenulopsissororia,
51424,276,,,,Cucurbidothis,pityophila,var. cembrae,,unknown,,,,,,TRUE,,,Cucurbidothispityophilavar. cembrae,
51425,276,,,,Cucurbidothis,pityophila,var. pithyophila,,unknown,,,,,,TRUE,,,Cucurbidothispityophilavar. pithyophila,
51426,1,,,,Cyclaneusma,niveum,,(Pers.: Fr.) DiCosmo et al.,unknown,,,,,,TRUE,,,Cyclaneusmaniveum(Pers.: Fr.) DiCosmo et al.,
51464,1,81011,,,Dacrymyces,punctiformis,,,unknown,,,,,,TRUE,,,Dacrymycespunctiformis,
51475,1,,,,Dacryobolus,karstenii,,,unknown,,,,,,TRUE,,,Dacryoboluskarstenii,
51476,1,,,,Dacryonaema,rufum,,,unknown,,,,,,TRUE,,,Dacryonaemarufum,
51477,1,,,,Dactylium,,,,unknown,,,,,,TRUE,,,Dactylium,
51478,1,,,,Dasyscyphus,acuum,,(Alb. & Schw.) Sacc.,unknown,,,,,,TRUE,,,Dasyscyphusacuum(Alb. & Schw.) Sacc.,
51480,1,,,,Dasyscyphus,pulverulentus,,,unknown,,,,,,TRUE,,,Dasyscyphuspulverulentus,
51481,1,,,,Davisomycella,ampla,,(J.J. Davis) Darker,unknown,,,,,,TRUE,,,Davisomycellaampla(J.J. Davis) Darker,
51523,1,,,,Davisomycella,fragilis,,Darker,unknown,,,,,,TRUE,,,DavisomycellafragilisDarker,
51524,1,,,,Davisomycella,medusa,,(Dearn.) Darker,unknown,,,,,,TRUE,,,Davisomycellamedusa(Dearn.) Darker,
51528,1,,,,Davisomycella,montana,,(Darker) Darker,unknown,,,,,,TRUE,,,Davisomycellamontana(Darker) Darker,
51559,1,,,,Didymium,iridis,,,unknown,,,,,,TRUE,,,Didymiumiridis,
51566,1,,,,Discosia,strobilina,,Libert,unknown,,,,,,TRUE,,,DiscosiastrobilinaLibert,
51570,1,,,,Dothistroma,,,,unknown,,,,,,TRUE,,,Dothistroma,
51571,1,,,,Dothistroma,septospora,var. septospora,,unknown,,,,,,TRUE,,,Dothistromaseptosporavar. septospora,
51600,1,,,,Dothistroma,septospora,var. lineare,,unknown,,,,,,TRUE,,,Dothistromaseptosporavar. lineare,
51661,1,,,,Endocronartium,,,,unknown,,,,,,TRUE,,,Endocronartium,
51662,1,,,,Endocronartium,harknessii,,(J.P. Moore) Y. Hiratsuka,unknown,,,,,,TRUE,,,Endocronartiumharknessii(J.P. Moore) Y. Hiratsuka,51662
51806,1,36049,,,Endophragmia,nannfeldtii,,,unknown,,,,,,TRUE,,,Endophragmianannfeldtii,
51807,1,,,,Enerthenema,papillatum,,,unknown,,,,,,TRUE,,,Enerthenemapapillatum,
51811,1,,,,Europhium,,,,unknown,,,,,,TRUE,,,Europhium,
51813,1,93665,,,Europhium,aureum,,,unknown,,,,,,TRUE,,,Europhiumaureum,
51814,1,68856,,,Europhium,clavigerum,,,unknown,,,,,,TRUE,,,Europhiumclavigerum,
51856,1,,,,Fumago,,,,unknown,,,,,,TRUE,,,Fumago,
51868,210,,,,Fusarium,decemcellulare,,,unknown,,,,,,TRUE,,,Fusariumdecemcellulare,
51876,1,,,,Fusicoccum,baccillare,,,unknown,,,,,,TRUE,,,Fusicoccumbaccillare,
51890,1,,,,Gloeocoryneum,cinereum,,,unknown,,,,,,TRUE,,,Gloeocoryneumcinereum,
51939,1,,,,Grandinia,,,,unknown,,,,,,TRUE,,,Grandinia,
52075,1,93550,,,Griseoporia,carbonaria,,(Berk. & Curt.) Ginns,unknown,,,,,,TRUE,,,Griseoporiacarbonaria(Berk. & Curt.) Ginns,
52077,1,93495,,,Guepiniopsis,minuta,,,unknown,,,,,,TRUE,,,Guepiniopsisminuta,
52079,1,,,,Gyrostroma,,,,unknown,,,,,,TRUE,,,Gyrostroma,
52104,1,,,,Halonectria,milfordensis,,,unknown,,,,,,TRUE,,,Halonectriamilfordensis,
52105,1,,,,Hansenula,capsulata,,,unknown,,,,,,TRUE,,,Hansenulacapsulata,
52111,1,,,,Hapalopilus,salmonicolor,,,unknown,,,,,,TRUE,,,Hapalopilussalmonicolor,
52113,1,,,,Hemiphacidium,longisporum,,,unknown,,,,,,TRUE,,,Hemiphacidiumlongisporum,
52115,1,,,,Hemiphacidium,planum,,,unknown,,,,,,TRUE,,,Hemiphacidiumplanum,
52120,1,,,,Hendersonia,acuum,,,unknown,,,,,,TRUE,,,Hendersoniaacuum,
52173,1,,,,Heteroconium,chaetospira,,,unknown,,,,,,TRUE,,,Heteroconiumchaetospira,
52176,1,,,,Hohenbuehelia,mastrucata,,(Fr.: Fr.) Singer,unknown,,,,,,TRUE,,,Hohenbueheliamastrucata(Fr.: Fr.) Singer,
